row_label_raw,row_label_full,col_0,Biến động của giá thị trường,Ảnh hưởng lên lợi nhuận trước thuế của danh mục cổ phiếu niêm yết (*) VND,numeric__Biến động của giá thị trường,numeric__Ảnh hưởng lên lợi nhuận trước thuế của danh mục cổ phiếu niêm yết (*) VND
31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,31 tháng 12 năm 2015,,
Kịch bản 1,31 tháng 12 năm 2015 > Kịch bản 1,Kịch bản 1,+10%,29.800.815.164,0.1,29800815164.0
Kịch bản 2,31 tháng 12 năm 2015 > Kịch bản 2,Kịch bản 2,-10%,(34.479.774.560),-0.1,-34479774560.0
31 tháng 12 năm 2014,31 tháng 12 năm 2014,31 tháng 12 năm 2014,31 tháng 12 năm 2014,31 tháng 12 năm 2014,,
Kịch bản 1,31 tháng 12 năm 2014 > Kịch bản 1,Kịch bản 1,+10%,22.053.696.122,0.1,22053696122.0
Kịch bản 2,31 tháng 12 năm 2014 > Kịch bản 2,Kịch bản 2,-10%,(33.739.644.735),-0.1,-33739644735.0
