row_label_raw,row_label_full,col_0,Tại ngày 31 tháng 12 năm 2015 > Giá gốc,Tại ngày 31 tháng 12 năm 2015 > Dự phòng,Tại ngày 31 tháng 12 năm 2015 > Giá trị thuần,Tại ngày 31 tháng 12 năm 2014 > Giá gốc,Tại ngày 31 tháng 12 năm 2014 > Dự phòng,Tại ngày 31 tháng 12 năm 2014 > Giá trị thuần,numeric__Tại ngày 31 tháng 12 năm 2015 > Giá gốc,numeric__Tại ngày 31 tháng 12 năm 2015 > Dự phòng,numeric__Tại ngày 31 tháng 12 năm 2015 > Giá trị thuần,numeric__Tại ngày 31 tháng 12 năm 2014 > Giá gốc,numeric__Tại ngày 31 tháng 12 năm 2014 > Dự phòng,numeric__Tại ngày 31 tháng 12 năm 2014 > Giá trị thuần
Dự án TT1 – Thành phố Giao lưu,Dự án TT1 – Thành phố Giao lưu,Dự án TT1 – Thành phố Giao lưu,166.832.730.000,-,166.832.730.000,-,-,-,166832730000.0,,166832730000.0,,,
Dự án Tháp Tài chính quốc tế (IFT),Dự án Tháp Tài chính quốc tế (IFT),Dự án Tháp Tài chính quốc tế (IFT),118.937.361.456,-,118.937.361.456,118.937.361.456,-,118.937.361.456,118937361456.0,,118937361456.0,118937361456.0,,118937361456.0
Công ty Cổ phần nhiệt diện Hải Phòng,Công ty Cổ phần nhiệt diện Hải Phòng,Công ty Cổ phần nhiệt diện Hải Phòng,125.000.000.000,(8.231.250.517),116.768.749.483,125.000.000.000,-,125.000.000.000,125000000000.0,-8231250517.0,116768749483.0,125000000000.0,,125000000000.0
Thủy diện Bắc Hà,Thủy diện Bắc Hà,Thủy diện Bắc Hà,75.000.000.000,(37.452.000.000),37.548.000.000,75.000.000.000,(37.002.000.000),37.998.000.000,75000000000.0,-37452000000.0,37548000000.0,75000000000.0,-37002000000.0,37998000000.0
Khác,Khác,Khác,77.757.046.967,(8.556.724.176),69.200.322.791,46.990.899.769,(6.066.720.189),40.924.179.580,77757046967.0,-8556724176.0,69200322791.0,46990899769.0,-6066720189.0,40924179580.0
,,,563.527.138.423,(54.239.974.693),509.287.163.730,365.928.261.225,(43.068.720.189),322.859.541.036,563527138423.0,-54239974693.0,509287163730.0,365928261225.0,-43068720189.0,322859541036.0
