row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014
01,01,01,Doanh thu phí bảo hiểm (01 = 02 + 03 + 04),24,16.206.341.123.766,13.908.570.112.354,,24.0,16206341123766.0,13908570112354.0
02,02,02,Phí bảo hiểm gốc,24.1,15.943.461.828.362,13.613.450.590.452,,241.0,15943461828362.0,13613450590452.0
03,03,03,Phí nhận tái bảo hiểm,24.2,338.994.106.846,337.831.262.703,,242.0,338994106846.0,337831262703.0
04,04,04,Tăng dự phòng phí bảo hiểm gốc và nhận tái bảo hiểm,,(76.114.811.442),(42.711.740.801),,,-76114811442.0,-42711740801.0
05,05,05,Phí nhượng tái bảo hiểm (05 = 06 + 07),,(1.110.122.686.264),(1.244.455.862.694),,,-1110122686264.0,-1244455862694.0
06,06,06,Tổng phí nhượng tái bảo hiểm,25,(1.075.681.917.652),(1.101.757.421.476),,25.0,-1075681917652.0,-1101757421476.0
07,07,07,Giám dự phòng phí nhượng tái bảo hiểm,,(34.440.768.612),(142.698.441.218),,,-34440768612.0,-142698441218.0
08,08,08,Doanh thu phí bảo hiểm thuần (08 = 01+ 05),,15.096.218.437.502,12.664.114.249.660,,,15096218437502.0,12664114249660.0
09,09,09,Hoa hồng nhượng tái bảo hiểm và doanh thu khác hoạt động kinh doanh bảo hiểm (09 = 10 + 11),,230.334.708.024,118.491.032.024,,,230334708024.0,118491032024.0
10,10,10,Thu hoa hồng nhượng tái bảo hiểm,,188.040.634.200,103.710.467.297,,,188040634200.0,103710467297.0
11,11,11,Thu nhập khác hoạt động kinh doanh bảo hiểm (11 = 12 + 13 + 14),,42.294.073.824,14.780.564.727,,,42294073824.0,14780564727.0
12,12,12,Thu khác nhận tái bảo hiểm,,16.663.303.127,2.253.353.476,,,16663303127.0,2253353476.0
13,13,13,Thu khác nhượng tái bảo hiểm,,460.048.248,629.605.515,,,460048248.0,629605515.0
14,14,14,Thu hoạt động khác,,25.170.722.449,11.897.605.736,,,25170722449.0,11897605736.0
15,15,15,Doanh thu thuần từ hoạt động kinh doanh bảo hiểm (15 = 08 + 09),,15.326.553.145.526,12.782.605.281.684,,,15326553145526.0,12782605281684.0
16,16,16,Chi bồi thường bảo hiểm gốc và chi trả đảo hạn,26.1,(5.908.181.291.969),(5.857.997.058.548),,261.0,-5908181291969.0,-5857997058548.0
17,17,17,Chi bồi thường nhận tái bảo hiểm,26.2,(175.660.994.859),(191.531.688.856),,262.0,-175660994859.0,-191531688856.0
18,18,18,Các khoản giảm trừ chi phí (18 = 19 + 20),,32.020.103.108,3.753.347.011,,,32020103108.0,3753347011.0
19,19,19,Thu dồi người thứ ba,,29.159.452.809,2.352.658.590,,,29159452809.0,2352658590.0
20,20,20,Thu xử lý hàng bồi thường 100%,,2.860.650.299,1.400.688.421,,,2860650299.0,1400688421.0
21,21,21,Thu bồi thường nhượng tái bảo hiểm,26.3,412.871.394.428,590.688.073.583,,263.0,412871394428.0,590688073583.0
22,22,22,Tăng dự phòng toán học,,(5.721.738.486.144),(4.078.011.210.613),,,-5721738486144.0,-4078011210613.0
23,23,23,Giảm/(tăng) dự phòng bồi thường bảo hiểm gốc và nhận tái bảo hiểm,,115.328.143.112,(124.848.656.545),,,115328143112.0,-124848656545.0
24,24,24,Giảm/(tăng) dự phòng bồi thường nhượng tái bảo hiểm,,(131.411.244.341),31.005.598.951,,,-131411244341.0,31005598951.0
25,25,25,Tổng chi bồi thường bảo hiểm (25 = 16 + 17 + 18 + 21 + 22 + 23 + 24),,(11.376.772.376.665),(9.626.941.595.017),,,-11376772376665.0,-9626941595017.0
26,26,26,Chi bồi thường từ quỹ dao động lớn,,46.000.000.000,-,,,46000000000.0,
27,27,27,Trích dự phòng dao động lớn,,(101.964.761.130),(97.921.509.054),,,-101964761130.0,-97921509054.0
28,28,28,Chi khác hoạt động kinh doanh bảo hiểm (28 = 29 + 35 + 36 ),,(3.470.111.005.347),(2.825.099.283.182),,,-3470111005347.0,-2825099283182.0
29,29,29,Chi khác hoạt động bảo hiểm gốc (29 = 30 + 31 + 32 + 33 + 34),,(3.391.262.935.375),(2.806.420.005.492),,,-3391262935375.0,-2806420005492.0
30,30,30,Chi hoa hồng,,(1.590.676.319.790),(1.180.412.549.080),,,-1590676319790.0,-1180412549080.0
31,31,31,Chi để phòng hạn chế tổn thất,,(77.851.626.985),(75.881.635.697),,,-77851626985.0,-75881635697.0
32,32,32,"Chi giảm định, chỉ đánh giá rủi ro đối tượng được bảo hiểm, chi khác",,(283.349.127.698),(168.267.739.689),,,-283349127698.0,-168267739689.0
33,33,33,Chi phí bán hàng,,(603.548.774.126),(512.755.070.237),,,-603548774126.0,-512755070237.0
34,34,34,Chi khác hoạt động kinh doanh bảo hiểm,,(835.837.086.776),(869.103.010.789),,,-835837086776.0,-869103010789.0
35,35,35,Chi nhận tái bảo hiểm khác,,(76.733.945.577),(4.091.689.038),,,-76733945577.0,-4091689038.0
36,36,36,Chi nhượng tái bảo hiểm khác,,(2.114.124.395),(14.587.588.652),,,-2114124395.0,-14587588652.0
