row_label_raw,row_label_full,col_0,Ngày 01 tháng 01năm 2015VND,Tăngtrong nămVND,Nộp ngân sáchtrong nămVND,Ngày 31 tháng 12năm 2015VND,numeric__Ngày 01 tháng 01năm 2015VND,numeric__Tăngtrong nămVND,numeric__Nộp ngân sáchtrong nămVND,numeric__Ngày 31 tháng 12năm 2015VND
Thuế phải nộpNhà nướcThuế GTGT hàngbán nội địa,Thuế phải nộpNhà nướcThuế GTGT hàngbán nội địa,Thuế phải nộpNhà nướcThuế GTGT hàngbán nội địa,25.043.162.825,311.358.132.721,(310.643.094.878),25.758.200.668,25043162825.0,311358132721.0,-310643094878.0,25758200668.0
Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,Thuế thu nhậpdoanh nghiệp,34.680.471.259,292.746.065.606,(274.892.086.257),52.534.450.608,34680471259.0,292746065606.0,-274892086257.0,52534450608.0
Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,Thuế thu nhậpcá nhân,16.108.135.636,120.015.635.258,(124.229.608.011),11.894.162.883,16108135636.0,120015635258.0,-124229608011.0,11894162883.0
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,(314.074.112),9.126.698.774,(8.950.758.600),(138.133.938),-314074112.0,9126698774.0,-8950758600.0,-138133938.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,15.480.483.662,62.809.238.210,(71.659.114.925),6.630.606.947,15480483662.0,62809238210.0,-71659114925.0,6630606947.0
,,,90.998.179.270,796.055.770.569,(790.374.662.671),96.679.287.168,90998179270.0,796055770569.0,-790374662671.0,96679287168.0
