row_label_raw,row_label_full,col_0,Các nghĩa vụ hợp đồng bảo hiểm gốc và nhận tái bảo hiểm VND,Các nghĩa vụ hợp đồng tái bảo hiểm (tài sản tái bảo hiểm) VND,Các nghĩa vụ thuần VND,numeric__Các nghĩa vụ hợp đồng bảo hiểm gốc và nhận tái bảo hiểm VND,numeric__Các nghĩa vụ hợp đồng tái bảo hiểm (tài sản tái bảo hiểm) VND,numeric__Các nghĩa vụ thuần VND
Tại ngày 01 tháng 01 năm 2015,Tại ngày 01 tháng 01 năm 2015,Tại ngày 01 tháng 01 năm 2015,1.332.602.898.596,(621.614.688.634),710.988.209.962,1332602898596.0,-621614688634.0,710988209962.0
Số trích lập thêm/(hoản nhập) trong năm,Số trích lập thêm/(hoản nhập) trong năm,Số trích lập thêm/(hoản nhập) trong năm,(124.522.903.651),131.411.244.341,6.888.340.690,-124522903651.0,131411244341.0,6888340690.0
Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,Tại ngày 31 tháng 12 năm 2015,1.208.079.994.945,(490.203.444.293),717.876.550.652,1208079994945.0,-490203444293.0,717876550652.0
