row_label_raw,row_label_full,CHỈ TIÊU (*),Tại ngày 31/12/2014 (đã được trình bày trước đây),Trình bày lại,Tại ngày 31/12/2014 (được trình bày lại),numeric__Tại ngày 31/12/2014 (đã được trình bày trước đây),numeric__Trình bày lại,numeric__Tại ngày 31/12/2014 (được trình bày lại)
Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,Phải thu lãi tiền gửi ngân hàng,744.661.666.428,(359.917.724.833),384.743.941.595,744661666428.0,-359917724833.0,384743941595.0
Dự phòng giảm giá tiền gửi,Dự phòng giảm giá tiền gửi,Dự phòng giảm giá tiền gửi,(802.517.724.833),359.917.724.833,(442.600.000.000),-802517724833.0,359917724833.0,-442600000000.0
Phải thu lãi dự thu trái phiếu,Phải thu lãi dự thu trái phiếu,Phải thu lãi dự thu trái phiếu,946.686.405.057,(68.722.863.705),877.963.541.352,946686405057.0,-68722863705.0,877963541352.0
Dự phòng giảm giá trái phiếu,Dự phòng giảm giá trái phiếu,Dự phòng giảm giá trái phiếu,(188.722.863.705),68.722.863.705,(120.000.000.000),-188722863705.0,68722863705.0,-120000000000.0
