row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,Chuyển phí nhượng tái bảo hiểm nhân thọ,6.288.661.202,4.251.234.979,6288661202.0,4251234979.0
Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,Bảo hiểm hỗn hợp,314.829.692,331.561.442,314829692.0,331561442.0
Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,Bảo hiểm liên kết chung,4.321.809.456,2.751.697.433,4321809456.0,2751697433.0
Bảo hiểm tử ký,Bảo hiểm tử ký,Bảo hiểm tử ký,14.996.916,18.299.090,14996916.0,18299090.0
Bảo hiểm trọn đời,Bảo hiểm trọn đời,Bảo hiểm trọn đời,10.963.687,13.047.003,10963687.0,13047003.0
Niền kim nhân thọ,Niền kim nhân thọ,Niền kim nhân thọ,18.355.962,2.444.476,18355962.0,2444476.0
Điều khoản riêng,Điều khoản riêng,Điều khoản riêng,1.607.705.489,1.134.185.535,1607705489.0,1134185535.0
Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,Chuyển phí nhượng tái bảo hiểm phìnhân thọ,1.069.393.256.450,1.097.506.186.497,1069393256450.0,1097506186497.0
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,69.225.813.050,52.606.078.140,69225813050.0,52606078140.0
Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,214.380.253.544,255.536.994.978,214380253544.0,255536994978.0
Bảo hiểm Đầu khí,Bảo hiểm Đầu khí,Bảo hiểm Đầu khí,352.929.291,1.160.481.029,352929291.0,1160481029.0
Bảo hiểm Hàng không,Bảo hiểm Hàng không,Bảo hiểm Hàng không,93.975.236.395,134.083.127.087,93975236395.0,134083127087.0
Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,114.699.410.738,108.463.881.619,114699410738.0,108463881619.0
"Bảo hiểm Hòa hoạn, các rủi ro đặc biệtvà bảo hiểm Trách nhiệm chung","Bảo hiểm Hòa hoạn, các rủi ro đặc biệtvà bảo hiểm Trách nhiệm chung","Bảo hiểm Hòa hoạn, các rủi ro đặc biệtvà bảo hiểm Trách nhiệm chung",482.476.498.410,455.821.763.139,482476498410.0,455821763139.0
Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,3.373.597.734,1.426.364.914,3373597734.0,1426364914.0
Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,1.612.628.858,-,1612628858.0,
Bảo hiểm Y tế tư nguyên và Bảo hiểmcon người,Bảo hiểm Y tế tư nguyên và Bảo hiểmcon người,Bảo hiểm Y tế tư nguyên và Bảo hiểmcon người,89.296.888.430,88.407.495.591,89296888430.0,88407495591.0
Tổng phí nhượng tái bảo hiểm,Tổng phí nhượng tái bảo hiểm,Tổng phí nhượng tái bảo hiểm,1.075.681.917.652,1.101.757.421.476,1075681917652.0,1101757421476.0
