row_label_raw,row_label_full,col_0,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2015VND,numeric__Cho năm tài chínhkết thúc ngày 31tháng 12 năm 2014VND
Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,,
Chi trả đáo hạn,Bảo hiểm nhân thọ > Chi trả đáo hạn,Chi trả đáo hạn,1.305.989.608.472,1.369.200.876.930,1305989608472.0,1369200876930.0
Chi giá trị giải ước,Bảo hiểm nhân thọ > Chi giá trị giải ước,Chi giá trị giải ước,346.170.249.050,429.387.040.500,346170249050.0,429387040500.0
Chi bồi thường,Bảo hiểm nhân thọ > Chi bồi thường,Chi bồi thường,1.404.080.263.638,1.076.657.120.834,1404080263638.0,1076657120834.0
,,,3.056.240.121.160,2.875.245.038.264,3056240121160.0,2875245038264.0
Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,Bảo hiểm phí nhân thọ,,
Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm phí nhân thọ > Bảo hiểm Hàng hóa vận chuyển,Bảo hiểm Hàng hóa vận chuyển,152.293.852.668,122.827.895.320,152293852668.0,122827895320.0
Bảo hiểm Tàu thủy,Bảo hiểm phí nhân thọ > Bảo hiểm Tàu thủy,Bảo hiểm Tàu thủy,262.619.191.492,375.699.286.832,262619191492.0,375699286832.0
Bảo hiểm Đầu khí,Bảo hiểm Đầu khí,Bảo hiểm Đầu khí,,,,
Bảo hiểm Hàng không,Bảo hiểm Đầu khí > Bảo hiểm Hàng không,Bảo hiểm Hàng không,34.475.536.662,22.226.506.117,34475536662.0,22226506117.0
Bảo hiểm Kỹ thuật,Bảo hiểm Đầu khí > Bảo hiểm Kỹ thuật,Bảo hiểm Kỹ thuật,41.502.997.969,43.568.832.117,41502997969.0,43568832117.0
Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm Đầu khí > Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,Bảo hiểm Hòa hoạn và các rủi ro đặc biệt,189.128.785.618,262.705.055.174,189128785618.0,262705055174.0
Bảo hiểm Trách nhiệm chung,Bảo hiểm Đầu khí > Bảo hiểm Trách nhiệm chung,Bảo hiểm Trách nhiệm chung,4.803.093.757,5.701.862.448,4803093757.0,5701862448.0
Bảo hiểm Nông nghiệp,Bảo hiểm Đầu khí > Bảo hiểm Nông nghiệp,Bảo hiểm Nông nghiệp,940.145.743,48.090.825.729,940145743.0,48090825729.0
Bảo hiểm Xe cơ giới,Bảo hiểm Đầu khí > Bảo hiểm Xe cơ giới,Bảo hiểm Xe cơ giới,953.229.400.453,939.535.994.416,953229400453.0,939535994416.0
Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,Bảo hiểm Đầu khí > Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,Bảo hiểm Y tế tự nguyện và Bảo hiểm con người,1.212.948.166.447,1.162.395.762.131,1212948166447.0,1162395762131.0
,,,2.851.941.170.809,2.982.752.020.284,2851941170809.0,2982752020284.0
,,,5.908.181.291.969,5.857.997.058.548,5908181291969.0,5857997058548.0
