row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2015VND,Ngày 31 tháng 12năm 2014,numeric__Ngày 31 tháng 12năm 2015VND,numeric__Ngày 31 tháng 12năm 2014
Ngân hàng/ Công ty tài chính,Ngân hàng/ Công ty tài chính,Ngân hàng/ Công ty tài chính,331.760.211.021,328.021.930.523,331760211021.0,328021930523.0
Tổng giá trị,Tổng giá trị,Tổng giá trị,331.760.211.021,328.021.930.523,331760211021.0,328021930523.0
