row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2015,Ngày 31 tháng 12 năm 2014,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2015,numeric__Ngày 31 tháng 12 năm 2014
100,100,100,A. TÀI SẢN NGÁN HẠN,,22.163.065.317.844,20.746.692.302.304,,,22163065317844.0,20746692302304.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,2.256.691.436.043,1.424.818.218.079,,5.0,2256691436043.0,1424818218079.0
111,111,111,1. Tiền,,794.330.869.093,888.582.238.243,,,794330869093.0,888582238243.0
112,112,112,2. Các khoản tương đương tiền,,1.462.360.566.950,536.235.979.836,,,1462360566950.0,536235979836.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,14.882.101.197.172,14.287.017.825.862,,,14882101197172.0,14287017825862.0
121,121,121,1. Chủng khoán kinh doanh,14.1,1.747.304.210.969,1.800.946.274.580,,141.0,1747304210969.0,1800946274580.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,14.1,(404.600.653.219),(434.945.963.067),,141.0,-404600653219.0,-434945963067.0
123,123,123,3. Đầu tư nằm giữ đến ngày đáo hạn,14.2,13.539.397.639.422,12.921.017.514.349,,142.0,13539397639422.0,12921017514349.0
130,130,130,III. Các khoản phải thu ngắn hạn,6,3.500.291.385.982,3.207.037.379.135,,6.0,3500291385982.0,3207037379135.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,,2.775.359.664.688,2.541.662.112.710,,,2775359664688.0,2541662112710.0
131.1,131.1,131.1,1.1 Phải thu về hoạt động bảo hiểm,,996.104.945.231,1.024.350.822.043,,,996104945231.0,1024350822043.0
131.2,131.2,131.2,1.2 Phải thu về hoạt động đầu tư tài chính,,1.779.254.719.457,1.517.311.290.667,,,1779254719457.0,1517311290667.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,23.739.842.786,38.232.919.846,,,23739842786.0,38232919846.0
135,135,135,3. Phải thu về cho vay ngắn hạn,,800.636.014.909,691.200.395.207,,,800636014909.0,691200395207.0
136,136,136,4. Phải thu ngắn hạn khác,,268.834.491.340,245.165.457.835,,,268834491340.0,245165457835.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(368.491.592.709),(309.436.471.431),,,-368491592709.0,-309436471431.0
139,139,139,6. Tài sản thiếu chờ xử lý,,212.964.968,212.964.968,,,212964968.0,212964968.0
140,140,140,IV. Hàng tồn kho,7,103.010.911.121,175.834.608.041,,7.0,103010911121.0,175834608041.0
150,150,150,V. Tài sản ngắn hạn khác,,414.130.578.088,479.292.448.796,,,414130578088.0,479292448796.0
151,151,151,1. Chi phí trả trước ngắn hạn,,352.618.039.974,355.830.387.676,,,352618039974.0,355830387676.0
151.1,151.1,151.1,1.1 Chi phí hoa hồng chưa phân bổ,8,307.028.258.405,294.424.717.991,,8.0,307028258405.0,294424717991.0
151.2,151.2,151.2,1.2 Chi phí trả trước ngắn hạn khác,,45.589.781.569,61.405.669.685,,,45589781569.0,61405669685.0
152,152,152,2. Thuế GTGT được khấu trừ,,2.338.528.906,292.081.594,,,2338528906.0,292081594.0
155,155,155,3. Tài sản ngắn hạn khác,9,59.174.009.208,123.169.979.526,,9.0,59174009208.0,123169979526.0
190,190,190,VI. Tài sản tái bảo hiểm,,1.006.839.809.438,1.172.691.822.391,,,1006839809438.0,1172691822391.0
191,191,191,1. Dự phòng phí nhượng tải bảo hiểm,22.1,516.636.365.145,551.077.133.757,,221.0,516636365145.0,551077133757.0
192,192,192,2. Dự phòng bồi thường nhượng tải bảo hiểm,22.2,490.203.444.293,621.614.688.634,,222.0,490203444293.0,621614688634.0
