row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2015,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2014
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,1. Lợi nhuận trước thuế,,1.468.891.856.638,1.627.305.425.297,,,1468891856638.0,1627305425297.0
01,01,01,2. Điều chỉnh cho các khoản,,2.928.578.290.862,1.186.648.076.922,,,2928578290862.0,1186648076922.0
02,02,02,- Khấu hao TSCĐ,,158.323.745.833,148.559.426.441,,,158323745833.0,148559426441.0
03,03,03,- Các khoản dự phòng,,5.983.182.996.807,4.448.320.231.841,,,5983182996807.0,4448320231841.0
04,04,04,- Lãi chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,(4.782.030.076),(2.608.710.751),,,-4782030076.0,-2608710751.0
05,05,05,- Lãi tử hoạt động đầu tư,,(3.431.723.815.825),(3.640.010.063.211),,,-3431723815825.0,-3640010063211.0
06,06,06,- Chi phí lãi vay,,223.577.394.123,232.387.192.602,,,223577394123.0,232387192602.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,4.397.470.147.500,2.813.953.502.219,,,4397470147500.0,2813953502219.0
09,09,09,- (Tăng)/giảm các khoản phải thu,,118.470.490.972,(2.060.607.894.851),,,118470490972.0,-2060607894851.0
10,10,10,- Tăng hàng tồn kho,,(94.009.033.080),(13.609.008.852),,,-94009033080.0,-13609008852.0
11,11,11,"- Tăng các khoản phải trả (Không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,218.102.147.001,6.964.345.916.736,,,218102147001.0,6964345916736.0
12,12,12,- Tăng chi phí trả trước,,(3.233.368.033),(285.074.667.415),,,-3233368033.0,-285074667415.0
13,13,13,- Giảm chứng khoán kinh doanh,,112.366.056.141,95.751.322.003,,,112366056141.0,95751322003.0
14,14,14,- Tiền lãi vay đã trả,,(167.024.839.413),(239.517.144.210),,,-167024839413.0,-239517144210.0
15,15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(274.892.086.257),(359.348.577.046),,,-274892086257.0,-359348577046.0
17,17,17,- Tiền chi khác cho hoạt động kinh doanh,,(114.407.606.966),(154.096.070.568),,,-114407606966.0,-154096070568.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,4.192.841.907.865,6.761.797.378.016,,,4192841907865.0,6761797378016.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(108.040.074.269),(145.508.165.710),,,-108040074269.0,-145508165710.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.055.555.257,4.971.525.933,,,1055555257.0,4971525933.0
23,23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(13.542.772.264.140),(9.058.381.027.193),,,-13542772264140.0,-9058381027193.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,3.534.899.361.649,2.193.775.256.163,,,3534899361649.0,2193775256163.0
25,25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(197.598.877.198),-,,,-197598877198.0,
27,27,27,"6. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,3.107.618.426.268,3.474.335.713.100,,,3107618426268.0,3474335713100.0
28,28,28,7. Phát sinh từ việc thay đổi phương pháp hợp nhất Baoviet Bank,,-,(7.670.212.570.700),,,,-7670212570700.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(7.204.837.872.433),(11.201.019.268.407),,,-7204837872433.0,-11201019268407.0
