row_label_raw,row_label_full,col_0,Mãsố,2018VND,2017VND,numeric__Mãsố,numeric__2018VND,numeric__2017VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,31,-,1.759.382.332.805,31.0,,1759382332805.0
Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,33.529.973.247.843,25.899.054.643.065,33.0,33529973247843.0,25899054643065.0
Tiền trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,33,(35.527.608.459.899),(25.184.711.574.405),33.0,-35527608459899.0,-25184711574405.0
Tiền chỉ trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chỉ trả cổ tức,Tiền chỉ trả cổ tức,36,(2.016.955.829.400),(876.827.065.550),36.0,-2016955829400.0,-876827065550.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,(4.014.591.041.456),1.596.898.335.915,40.0,-4014591041456.0,1596898335915.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,236.779.770.835,4.133.085.324.022,50.0,236779770835.0,4133085324022.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,6.861.601.955.584,2.741.341.465.691,60.0,6861601955584.0,2741341465691.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ đối với tiền và các khoản tương đương tiền,61,(16.175.268.283),(7.067.608.098),61.0,-16175268283.0,-7067608098.0
Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,Chênh lệch quy đổi ngoại tệ các hoạt động ở nước ngoài,61,82.716.549.315,(5.757.226.031),61.0,82716549315.0,-5757226031.0
Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 5),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm\( (70 = 50 + 60 + 61) \) (Thuyết minh 5),70,7.164.923.007.451,6.861.601.955.584,70.0,7164923007451.0,6861601955584.0
