row_label_raw,row_label_full,Ban Giám đốc,Nguyễn Thị Phương Thảo,Tổng Giám đốc,numeric__Nguyễn Thị Phương Thảo,numeric__Tổng Giám đốc
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Lưu Đức Khánh,Giám đốc Điều hành,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Nguyễn Đức Tâm,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Lương Thế Phúc,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Đinh Việt Phương,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Nguyễn Thị Thúy Bình,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Tô Việt Thắng,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Nguyễn Đức Thịnh,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Trần Hoài Nam,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Đỗ Xuân Quang,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Nguyễn Thanh Sơn,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Hồ Ngọc Yến Phương,Phó Tổng Giám đốc(từ ngày 3 tháng 11 năm 2018),,
