row_label_raw,row_label_full,col_0,1/1/2018Giá trị ghi sổ/Số có khả năngtrả nợVND,TăngVND,Biến động trong nămHoàn trảVND,Đánh giá lạiVND,31/12/2018Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2018Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__TăngVND,numeric__Biến động trong nămHoàn trảVND,numeric__Đánh giá lạiVND,numeric__31/12/2018Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,6.831.894.847.293,33.529.973.247.843,(35.462.276.409.899),(7.143.702.284),4.892.447.982.953,6831894847293.0,33529973247843.0,-35462276409899.0,-7143702284.0,4892447982953.0
Vay dài hạn đến hạn trả(Thuyết minh 21(b)),Vay dài hạn đến hạn trả(Thuyết minh 21(b)),Vay dài hạn đến hạn trả(Thuyết minh 21(b)),65.332.050.000,65.332.050.000,(65.332.050.000),-,65.332.050.000,65332050000.0,65332050000.0,-65332050000.0,,65332050000.0
,,,6.897.226.897.293,33.595.305.297.843,(35.527.608.459.899),(7.143.702.284),4.957.780.032.953,6897226897293.0,33595305297843.0,-35527608459899.0,-7143702284.0,4957780032953.0
