row_label_raw,row_label_full,col_0,Mãsố,2018VND,2017VND,numeric__Mãsố,numeric__2018VND,numeric__2017VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,5.815.929.109.755,5.302.638.877.099,1.0,5815929109755.0,5302638877099.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,146.514.029.742,94.989.734.425,2.0,146514029742.0,94989734425.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,174.500.000.000,-,3.0,174500000000.0,
Giá trị thời gian của dòng tiền đã đượcchiết khấu của khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giá trị thời gian của dòng tiền đã đượcchiết khấu của khoản dự phòng,Giá trị thời gian của dòng tiền đã đượcchiết khấu của khoản dự phòng,03,434.733.395.693,277.580.251.779,3.0,434733395693.0,277580251779.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,04,51.320.437.305,5.586.837.437,4.0,51320437305.0,5586837437.0
Lãi tiền gửi và cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,05,(221.386.370.627),(70.603.613.358),5.0,-221386370627.0,-70603613358.0
Phần lỗ trong các công ty liên kết,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Phần lỗ trong các công ty liên kết,Phần lỗ trong các công ty liên kết,05,88.730.587.954,44.276.615.962,5.0,88730587954.0,44276615962.0
Cổ tức được chia,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Cổ tức được chia,Cổ tức được chia,05,(2.832.636.000),(3.068.690.000),5.0,-2832636000.0,-3068690000.0
Lãi từ thanh lý các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý các công ty con,Lãi từ thanh lý các công ty con,05,(16.271.500.000),-,5.0,-16271500000.0,
Xóa số tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Xóa số tài sản cố định,Xóa số tài sản cố định,05,10.506.525.264,-,5.0,10506525264.0,
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,257.505.446.656,237.597.428.875,6.0,257505446656.0,237597428875.0
Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanhtrước những thay đổi vốn lưu động,08,6.739.249.025.742,5.888.997.442.219,8.0,6739249025742.0,5888997442219.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(5.284.489.946.127),(2.794.306.394.758),9.0,-5284489946127.0,-2794306394758.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(201.547.786.085),(129.251.222.745),10.0,-201547786085.0,-129251222745.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,1.460.880.367.204,1.824.012.605.198,11.0,1460880367204.0,1824012605198.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,2.077.117.427.703,1.344.397.355.809,12.0,2077117427703.0,1344397355809.0
,,,,4.791.209.088.437,6.133.849.785.723,,4791209088437.0,6133849785723.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(254.235.595.773),(236.852.306.374),14.0,-254235595773.0,-236852306374.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(108.000.000.000),(318.798.833.058),15.0,-108000000000.0,-318798833058.0
Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,Lưu chuyển tiền thuần từ các hoạt độngkinh doanh,20,4.428.973.492.664,5.578.198.646.291,20.0,4428973492664.0,5578198646291.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,Tiền chi mua sắm tài sản cố định vàtài sản dài hạn khác,21,(799.749.729.193),(325.491.665.092),21.0,-799749729193.0,-325491665092.0
"Đặt cọc mua máy bay, tiền thuần","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Đặt cọc mua máy bay, tiền thuần","Đặt cọc mua máy bay, tiền thuần",21,1.545.988.562.283,(2.296.535.249.533),21.0,1545988562283.0,-2296535249533.0
Tiền chi cho đơn vị khác vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho đơn vị khác vay,Tiền chi cho đơn vị khác vay,23,-,(487.333.764.000),23.0,,-487333764000.0
Tiền chi đầu tư vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư vào các đơn vị khác,Tiền chi đầu tư vào các đơn vị khác,25,(1.132.840.350.000),-,25.0,-1132840350000.0,
Tiền thu lãi tiền gửi và cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi và cho vay,Tiền thu lãi tiền gửi và cho vay,27,206.166.200.537,64.280.330.441,27.0,206166200537.0,64280330441.0
Tiền thu cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức,Tiền thu cổ tức,27,2.832.636.000,3.068.690.000,27.0,2832636000.0,3068690000.0
Lưu chuyển tiền thuần từ các hoạt độngđầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ các hoạt độngđầu tư,Lưu chuyển tiền thuần từ các hoạt độngđầu tư,30,(177.602.680.373),(3.042.011.658.184),30.0,-177602680373.0,-3042011658184.0
