row_label_raw,row_label_full,Ban Kiểm soát,Trần Dương Ngọc Thảo,Trường ban,numeric__Trần Dương Ngọc Thảo,numeric__Trường ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Đoàn Thu Hương,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Phạm Văn Đậu,Thành viên,,
