row_label_raw,row_label_full,col_0,Chi phí bảo dưỡng tàu bay VND,Chi phí hoàn trả tài sản thuê VND,Chi phí kiểm tra và sửa chữa lớn VND,"Phụ tùng xoay vòng, công cụ và dụng cụ VND",Chi phí khác VND,Tổng VND,numeric__Chi phí bảo dưỡng tàu bay VND,numeric__Chi phí hoàn trả tài sản thuê VND,numeric__Chi phí kiểm tra và sửa chữa lớn VND,"numeric__Phụ tùng xoay vòng, công cụ và dụng cụ VND",numeric__Chi phí khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.453.797.069.491,320.711.118.911,105.897.995.444,136.909.226.552,454.449.033,5.017.769.859.431,4453797069491.0,320711118911.0,105897995444.0,136909226552.0,454449033.0,5017769859431.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,3.267.477.527.187,354.906.941.236,111.933.122.275,50.032.257.667,2.481.124.667,3.786.830.973.032,3267477527187.0,354906941236.0,111933122275.0,50032257667.0,2481124667.0,3786830973032.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.694.693.404.561),(109.635.394.473),(136.969.273.440),(73.401.312.675),(2.228.016.169),(2.016.927.401.318),-1694693404561.0,-109635394473.0,-136969273440.0,-73401312675.0,-2228016169.0,-2016927401318.0
Xóa số,Xóa số,Xóa số,(305.927.670.654),-,-,-,-,(305.927.670.654),-305927670654.0,,,,,-305927670654.0
Phân loại lại,Phân loại lại,Phân loại lại,-,-,27.575.655.996,(27.575.655.996),-,-,,,27575655996.0,-27575655996.0,,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,5.720.653.521.463,565.982.665.674,108.437.500.275,85.964.515.548,707.557.531,6.481.745.760.491,5720653521463.0,565982665674.0,108437500275.0,85964515548.0,707557531.0,6481745760491.0
