row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,377.895.554.949,186.066.111.703,377895554949.0,186066111703.0
Thuế TNDN theo các thuế suất áp dụng cho,Thuế TNDN theo các thuế suất áp dụng cho,Thuế TNDN theo các thuế suất áp dụng cho,,,,
Nhóm Công ty,Nhóm Công ty,Nhóm Công ty,,,,
Thuế suất thuế TNDN 21%,Nhóm Công ty > Thuế suất thuế TNDN 21%,Thuế suất thuế TNDN 21%,(13.934.116.099),(23.917.477.403),-13934116099.0,-23917477403.0
Thuế suất thuế TNDN 20%,Nhóm Công ty > Thuế suất thuế TNDN 20%,Thuế suất thuế TNDN 20%,85.720.780.825,56.688.262.651,85720780825.0,56688262651.0
Thuế suất thuế TNDN 17%,Nhóm Công ty > Thuế suất thuế TNDN 17%,Thuế suất thuế TNDN 17%,2.255.767.864,1.163.924.994,2255767864.0,1163924994.0
Thuế suất thuế TNDN 10%,Nhóm Công ty > Thuế suất thuế TNDN 10%,Thuế suất thuế TNDN 10%,833.396.499,167.603.611,833396499.0,167603611.0
Thuế suất thuế TNDN 9%,Nhóm Công ty > Thuế suất thuế TNDN 9%,Thuế suất thuế TNDN 9%,(96.299.806),-,-96299806.0,
Thuế suất thuế TNDN 5%,Nhóm Công ty > Thuế suất thuế TNDN 5%,Thuế suất thuế TNDN 5%,8.037.639,399.744.714,8037639.0,399744714.0
Các khoản điều chỉnh,Các khoản điều chỉnh,Các khoản điều chỉnh,,,,
Thuế TNDN hoãn lại chưa được ghi nhận cho các khoản lỗ tính thuế,Các khoản điều chỉnh > Thuế TNDN hoãn lại chưa được ghi nhận cho các khoản lỗ tính thuế,Thuế TNDN hoãn lại chưa được ghi nhận cho các khoản lỗ tính thuế,13.979.052.220,63.299.953.084,13979052220.0,63299953084.0
Hoàn nhập dự phòng khoản đầu tư vào công ty con,Các khoản điều chỉnh > Hoàn nhập dự phòng khoản đầu tư vào công ty con,Hoàn nhập dự phòng khoản đầu tư vào công ty con,3.528.835.113,-,3528835113.0,
Phân bổ lợi thế thương mại,Các khoản điều chỉnh > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,1.020.535.994,816.217.155,1020535994.0,816217155.0
Chi phí lãi vay không được trừ,Các khoản điều chỉnh > Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,1.114.629.003,4.831.079.589,1114629003.0,4831079589.0
Chi phí không được khấu trừ,Các khoản điều chỉnh > Chi phí không được khấu trừ,Chi phí không được khấu trừ,2.249.092.838,3.919.175.077,2249092838.0,3919175077.0
Điều chỉnh khác,Các khoản điều chỉnh > Điều chỉnh khác,Điều chỉnh khác,(1.887.339.274),1.690.372.469,-1887339274.0,1690372469.0
Điều chỉnh hợp nhất khác không chịu thuế,Các khoản điều chỉnh > Điều chỉnh hợp nhất khác không chịu thuế,Điều chỉnh hợp nhất khác không chịu thuế,(1.663.117.953),-,-1663117953.0,
Điều chỉnh thuế TNDN năm trước,Các khoản điều chỉnh > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,-,594.317.897,,594317897.0
Lãi trong công ty liên kết,Các khoản điều chỉnh > Lãi trong công ty liên kết,Lãi trong công ty liên kết,(10.588.226.553),(11.535.787.914),-10588226553.0,-11535787914.0
Lỗ từ khoản đầu tư vào công ty con,Các khoản điều chỉnh > Lỗ từ khoản đầu tư vào công ty con,Lỗ từ khoản đầu tư vào công ty con,-,(29.342.542.158),,-29342542158.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(13.839.296.495),-,-13839296495.0,
Chi phí thuế TNDN,Các khoản điều chỉnh > Chi phí thuế TNDN,Chi phí thuế TNDN,68.701.731.815,68.774.843.766,68701731815.0,68774843766.0
