row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
- Chi phí nhân công,Chi phí bán hàng > - Chi phí nhân công,- Chi phí nhân công,28.409.763.988,24.811.208.848,28409763988.0,24811208848.0
- Chi phí khấu hao tài sản cố định,Chi phí bán hàng > - Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,12.641.481.957,14.556.987.868,12641481957.0,14556987868.0
- Chi phí vận chuyển và xuất khẩu,Chi phí bán hàng > - Chi phí vận chuyển và xuất khẩu,- Chi phí vận chuyển và xuất khẩu,351.837.611.566,543.768.814.935,351837611566.0,543768814935.0
- Chi phí quảng cáo và phí hoa hồng,Chi phí bán hàng > - Chi phí quảng cáo và phí hoa hồng,- Chi phí quảng cáo và phí hoa hồng,82.322.442.920,41.888.074.947,82322442920.0,41888074947.0
- Chi phí dịch vụ mua ngoài khác,Chi phí bán hàng > - Chi phí dịch vụ mua ngoài khác,- Chi phí dịch vụ mua ngoài khác,29.254.219.511,36.656.905.316,29254219511.0,36656905316.0
- Chi phí khác,Chi phí bán hàng > - Chi phí khác,- Chi phí khác,6.590.358.882,4.415.268.736,6590358882.0,4415268736.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,511.055.878.824,666.097.260.650,511055878824.0,666097260650.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
- Chi phí nhân công,Chi phí quản lý doanh nghiệp > - Chi phí nhân công,- Chi phí nhân công,105.541.210.033,92.433.759.759,105541210033.0,92433759759.0
- Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,61.684.104.641,52.390.693.639,61684104641.0,52390693639.0
- Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,Chi phí quản lý doanh nghiệp > - Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,- Chi phí khấu hao tài sản cố định và phân bổ lợi thế thương mại,37.178.210.006,31.357.903.586,37178210006.0,31357903586.0
"- Chi phí thuế, lệ phí, phí ngân hàng","Chi phí quản lý doanh nghiệp > - Chi phí thuế, lệ phí, phí ngân hàng","- Chi phí thuế, lệ phí, phí ngân hàng",31.160.175.814,40.496.486.972,31160175814.0,40496486972.0
"- Chi phí dịch vụ kiểm toán, tư vấn (*)","Chi phí quản lý doanh nghiệp > - Chi phí dịch vụ kiểm toán, tư vấn (*)","- Chi phí dịch vụ kiểm toán, tư vấn (*)",2.325.328.248,2.541.777.800,2325328248.0,2541777800.0
- Trích lập dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > - Trích lập dự phòng phải thu khó đòi,- Trích lập dự phòng phải thu khó đòi,14.988.119.012,2.955.709.783,14988119012.0,2955709783.0
- Chi phí khác,Chi phí quản lý doanh nghiệp > - Chi phí khác,- Chi phí khác,32.404.699.673,25.431.218.305,32404699673.0,25431218305.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,285.281.847.427,247.607.549.844,285281847427.0,247607549844.0
