row_label_raw,row_label_full,col_0,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất_1,Đơn vị tính: VND,Đơn vị tính: VND_1,numeric__Bàng cân đối kế toán hợp nhất,numeric__Bàng cân đối kế toán hợp nhất_1,numeric__Đơn vị tính: VND,numeric__Đơn vị tính: VND_1
,,,Bàng cân đối kế toán hợp nhất,Bàng cân đối kế toán hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,Báo cáo kết quả hoạt động kinh doanh hợp nhất,,,,
,,,Số cuối năm,Số đầu năm,Năm nay,Năm trước,,,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,,,
Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Tài sản thuế thu nhập hoãn lại > Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,5.928.658.541,2.967.709.772,9.395.102.711,855.699.478,5928658541.0,2967709772.0,9395102711.0,855699478.0
Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Tài sản thuế thu nhập hoãn lại > Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,1.316.838.535,1.258.758.702,58.079.833,1.258.758.702,1316838535.0,1258758702.0,58079833.0,1258758702.0
Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Tài sản thuế thu nhập hoãn lại > Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,799.356.573,1.196.172.016,(396.815.443),1.196.172.016,799356573.0,1196172016.0,-396815443.0,1196172016.0
Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Tài sản thuế thu nhập hoãn lại > Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Lợi nhuận chưa thực hiện của các giao dịch nội bộ Chênh lệch kỳ ghi nhận doanh thu và giá vốn cho mục đích tính thuế TNDN (Lãi)/Lỗ chênh lệch tỷ giá chưa thực hiện do đánh giá khoản mục tiền và phải thu Lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,5.911.782.676,-,5.911.782.676,-,5911782676.0,,5911782676.0,
Các khoản khác,Tài sản thuế thu nhập hoãn lại > Các khoản khác,Các khoản khác,522.371.266,-,522.371.266,-,522371266.0,,522371266.0,
,,,14.479.007.591,5.422.640.490,,,14479007591.0,5422640490.0,,
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,,,
Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả > Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,12.438.709.938,-,179.706.322,-,12438709938.0,,179706322.0,
Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Thuế thu nhập hoãn lại phải trả > Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,Chênh lệch từ việc đánh giá giá trị hợp lý của tài sản thuần của công ty con tại thời điểm hợp nhất kinh doanh,12.438.709.938,-,179.706.322,-,12438709938.0,,179706322.0,
Thu nhập thuế thu nhập hoãn lại tính vào kết quả hoạt động kinh doanh hợp nhất,Thuế thu nhập hoãn lại phải trả > Thu nhập thuế thu nhập hoãn lại tính vào kết quả hoạt động kinh doanh hợp nhất,Thu nhập thuế thu nhập hoãn lại tính vào kết quả hoạt động kinh doanh hợp nhất,,,9.236.073.435,3.310.630.196,,,9236073435.0,3310630196.0
