row_label_raw,row_label_full,Ngân hàng,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,Kỳ hạn trả gốc và lãi vay,Lãi suất(%/năm),Hình thức đảmbảo,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1,numeric__Kỳ hạn trả gốc và lãi vay,numeric__Lãi suất(%/năm),numeric__Hình thức đảmbảo
,,,VND,Nguyên tệ,,,,,,,,
Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,Các khoản vay ngân hàng bằng VND,444.814.246.370,,Thời hạn vay theo từng khế ước. Lãi vay trả hàng tháng. Gốc vay đáo hạn từ tháng 6 năm 2024 đến tháng 7 năm 2028.,"5,55% - 13,9%",(ii),444814246370.0,,,,
Các khoản vay ngân hàng bằng KRW,Các khoản vay ngân hàng bằng KRW,Các khoản vay ngân hàng bằng KRW,24.296.586.981,1.278.000.000 KRW,Gốc vay và lãi vay đáo hạn lần cuối vào ngày 31 tháng 8 năm 2033. Gốc và lãi vay trả hàng tháng.,"5,9% - 6,15%",(ii),24296586981.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,469.110.833.351,,,,,469110833351.0,,,,
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,,,,
- Vay dài hạn đến hạn trả,Trong đó > - Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,215.143.792.464,,,,,215143792464.0,,,,
- Vay dài hạn,Trong đó > - Vay dài hạn,- Vay dài hạn,253.967.040.887,,,,,253967040887.0,,,,
"(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.","(ii) Các khoản vay có tài sản đảm bảo được thế chấp bằng:- Khoản tiền gửi bằng 2.100.000 USD của Công ty tại Ngân hàng TNHH một thành viên HSBC (Việt Nam);- Các khoản phải thu hình thành từ vốn vay Ngân hàng Đầu tư và Phát triển Hải Dương theo các hợp đồng kinh tế được ký kết giữa Công ty và đối tác khác mà Công ty là người thụ hưởng;- Quyền sử dụng một số lô đất, tòa nhà của Nhóm Công ty tại các tỉnh Long An và Hải Dương, Việt Nam và tại tỉnh Gangwon-Do, Hàn Quốc;- Các giấy chứng nhận quyền sử dụng đất. quyền sở hữu nhà ở và tài sản khác gắn liền với đất số CY737232, CY338692, CY338691 tại Lô CN11+CN1, cụm Công nghiệp An Đồng, thị trấn Nam Sách, huyện Nam Sách, tỉnh Hải Dương, Việt Nam; và- Đất và tài sản trên đất thuộc quyền sở hữu của Công ty;- Một số phương tiện vận tải, máy móc thiết bị, và một số tài sản khác; và- Bảo lãnh của Công ty và giấy đảm bảo từ Quỹ tín dụng Kangwon.",,,,,
