row_label_raw,row_label_full,Bên cho vay > Công ty TNHH Chứng khoán Shinhan Việt Nam > Ngân hàng TNHH MTV Shinhan Việt Nam – Chi nhánh Phạm Hùng > Ngân hàng Daegu – Chi nhánh thành phố Hồ Chí Minh > Ngân hàng Keb Hana – Chi nhánh thành phố Hồ Chí Minh > Công ty Cổ phần Chứng khoán Stanley Brothers,Số cuối năm(VND) > 120.000.000.000 > 150.000.000.000 > 100.000.000.000 > 20.000.000.000,"Kỳ hạn trả gốc > Đáo hạn vào tháng 11 năm 2024, lãi trả 6 tháng một lần. Lãi suất 8%/năm. > Trái phiếu có kỳ hạn 3 năm. Thanh toán lãi 6 tháng một lần. Lãi suất 7,5%/năm.","Hình thức đảm bảo > Tài sản đảm bảo là các tài sản theo các hợp đồng cầm cố cổ phần liên quan. Cụ thể:- 12.240.000 cổ phần của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp là cổ đông lớn của Công ty An Phát Holdings;- 16.472.000 cổ phần của Công ty thuộc sở hữu của Công ty An Phát Holdings;- 23.718.000 cổ phần của Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") thuộc sở hữu của Công ty; và- 36.622.000 cổ phần của Công ty An Tiến thuộc sở hữu của Công ty. > Tài sản đảm bảo là 687.500 cổ phần của Công ty An Phát Holdings sở hữu bởi bên thứ ba.",numeric__Số cuối năm(VND) > 120.000.000.000 > 150.000.000.000 > 100.000.000.000 > 20.000.000.000,"numeric__Kỳ hạn trả gốc > Đáo hạn vào tháng 11 năm 2024, lãi trả 6 tháng một lần. Lãi suất 8%/năm. > Trái phiếu có kỳ hạn 3 năm. Thanh toán lãi 6 tháng một lần. Lãi suất 7,5%/năm.","numeric__Hình thức đảm bảo > Tài sản đảm bảo là các tài sản theo các hợp đồng cầm cố cổ phần liên quan. Cụ thể:- 12.240.000 cổ phần của Công An Phát Holdings thuộc sở hữu của một đối tác doanh nghiệp là cổ đông lớn của Công ty An Phát Holdings;- 16.472.000 cổ phần của Công ty thuộc sở hữu của Công ty An Phát Holdings;- 23.718.000 cổ phần của Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") thuộc sở hữu của Công ty; và- 36.622.000 cổ phần của Công ty An Tiến thuộc sở hữu của Công ty. > Tài sản đảm bảo là 687.500 cổ phần của Công ty An Phát Holdings sở hữu bởi bên thứ ba."
Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,(2.374.621.218),,,-2374621218.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,487.625.378.782,,,487625378782.0,,
Trong đó:- Trái phiếu phát hành đến hạn trả- Trái phiếu phải trả dài hạn,Trong đó:- Trái phiếu phát hành đến hạn trả- Trái phiếu phải trả dài hạn,Trong đó:- Trái phiếu phát hành đến hạn trả- Trái phiếu phải trả dài hạn,487.625.378.782,,,487625378782.0,,
