row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi số,Số cuối năm > Dự phòng,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá trị ghi số,Số đầu năm > Dự phòng,Số đầu năm > Giá trị hợp lý,Đơn vị tính: VND,numeric__Số cuối năm > Giá trị ghi số,numeric__Số cuối năm > Dự phòng,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá trị ghi số,numeric__Số đầu năm > Dự phòng,numeric__Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: VND
"Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (i)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (i)","Công ty Cổ phần Nhựa Hà Nội (""Công ty Nhựa Hà Nội"") (i)",1.111.902.630.033,-,636.134.257.600,1.088.807.160.321,,-,452.899.933.400,1111902630033.0,,636134257600.0,1088807160321.0,,,452899933400.0
"Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)","Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)","Công ty Cổ phần Nhựa Bao bì Vinh (""Công ty Nhựa Bao bì Vinh"") (i)",79.947.464.414,-,57.493.018.000,79.743.591.545,,-,64.026.315.500,79947464414.0,,57493018000.0,79743591545.0,,,64026315500.0
Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,Công ty Cổ phần Giải pháp và Phần mềm Dịch vụ Nam Việt,53.515.560.382,-,(i),54.392.479.452,,-,(i),53515560382.0,,,54392479452.0,,,
"Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát)","Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát)","Công ty Cổ phần Dịch vụ Suất ăn Công nghiệp An Phát (""Công ty Suất ăn An Phát)",46.685.632.808,-,(i),41.100.000.000,,-,(i),46685632808.0,,,41100000000.0,,,
"Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")","Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")","Công ty Cổ phần Sản xuất Tổng hợp Sunrise Việt Nam (""Công ty Sunrise"")",28.478.189.987,-,(i),24.323.098.833,,-,(i),28478189987.0,,,24323098833.0,,,
"Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")","Công ty Cổ phần Dịch vụ Xăng dầu An Đông (""Công ty An Đông"")",6.600.000.000,-,(i),6.600.000.000,,-,(i),6600000000.0,,,6600000000.0,,,
Công ty Cổ phần ANCOP,Công ty Cổ phần ANCOP,Công ty Cổ phần ANCOP,980.000.000,-,(i),980.000.000,,-,(i),980000000.0,,,980000000.0,,,
"Công ty Cổ phần Sản xuất PBAT An Phát (""Công ty PBAT"")","Công ty Cổ phần Sản xuất PBAT An Phát (""Công ty PBAT"")","Công ty Cổ phần Sản xuất PBAT An Phát (""Công ty PBAT"")",-,-,(i),168.027.207.337,,-,(i),,,,168027207337.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.328.109.477.624,-,,1.463.973.537.488,,-,,1328109477624.0,,,1463973537488.0,,,
