row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Nhận đặt cọc thuê lại quyền sử dụng đất và hạ tầng trong khu công nghiệp An Phát 1,Ngắn hạn > Nhận đặt cọc thuê lại quyền sử dụng đất và hạ tầng trong khu công nghiệp An Phát 1,Nhận đặt cọc thuê lại quyền sử dụng đất và hạ tầng trong khu công nghiệp An Phát 1,139.474.509.266,189.296.022.886,139474509266.0,189296022886.0
Phải trả về thư tín dụng trả chậm - LC (*),Ngắn hạn > Phải trả về thư tín dụng trả chậm - LC (*),Phải trả về thư tín dụng trả chậm - LC (*),12.833.754.060,25.344.106.775,12833754060.0,25344106775.0
Phải trả lãi vay,Ngắn hạn > Phải trả lãi vay,Phải trả lãi vay,888.118.023,43.299.955,888118023.0,43299955.0
Cổ tức phải trả,Ngắn hạn > Cổ tức phải trả,Cổ tức phải trả,109.328.043,132.671.543,109328043.0,132671543.0
Phải trả đặt cọc do hủy hợp đồng,Ngắn hạn > Phải trả đặt cọc do hủy hợp đồng,Phải trả đặt cọc do hủy hợp đồng,8.410.072.293,-,8410072293.0,
Phải trả khác,Ngắn hạn > Phải trả khác,Phải trả khác,6.904.758.873,9.841.031.283,6904758873.0,9841031283.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,168.620.540.558,224.657.132.442,168620540558.0,224657132442.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,159.750.444.977,224.615.313.173,159750444977.0,224615313173.0
Phải trả các bên liên quan (Thuyết minh số 35),Trong đó: > Phải trả các bên liên quan (Thuyết minh số 35),Phải trả các bên liên quan (Thuyết minh số 35),8.870.095.581,41.819.269,8870095581.0,41819269.0
"(*) Đây là khoản thư tín dụng được mở tại một ngân hàng thương mại có thời hạn thanh toán muộn nhất vào ngày 22 tháng 01 năm 2024 với mức phí 4,6%/năm (31 tháng 12 năm 2022: 5,5%/năm đến 5,8%/năm).","(*) Đây là khoản thư tín dụng được mở tại một ngân hàng thương mại có thời hạn thanh toán muộn nhất vào ngày 22 tháng 01 năm 2024 với mức phí 4,6%/năm (31 tháng 12 năm 2022: 5,5%/năm đến 5,8%/năm).","(*) Đây là khoản thư tín dụng được mở tại một ngân hàng thương mại có thời hạn thanh toán muộn nhất vào ngày 22 tháng 01 năm 2024 với mức phí 4,6%/năm (31 tháng 12 năm 2022: 5,5%/năm đến 5,8%/năm).","(*) Đây là khoản thư tín dụng được mở tại một ngân hàng thương mại có thời hạn thanh toán muộn nhất vào ngày 22 tháng 01 năm 2024 với mức phí 4,6%/năm (31 tháng 12 năm 2022: 5,5%/năm đến 5,8%/năm).","(*) Đây là khoản thư tín dụng được mở tại một ngân hàng thương mại có thời hạn thanh toán muộn nhất vào ngày 22 tháng 01 năm 2024 với mức phí 4,6%/năm (31 tháng 12 năm 2022: 5,5%/năm đến 5,8%/năm).",,
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận đặt cọc thuê nhà xưởng và cơ sở hạ tầng,Dài hạn > Nhận đặt cọc thuê nhà xưởng và cơ sở hạ tầng,Nhận đặt cọc thuê nhà xưởng và cơ sở hạ tầng,8.828.368.337,10.620.132.185,8828368337.0,10620132185.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,8.828.368.337,10.620.132.185,8828368337.0,10620132185.0
