row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết,Mua hàng hóa dịch vụ,24.961.203.212,5.291.541.152,,,24961203212.0,5291541152.0
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết,Thanh toán tiền hàng và phí dịch vụ,27.248.065.373,4.077.560.987,,,27248065373.0,4077560987.0
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết,Góp vốn,15.000.000.000,-,,,15000000000.0,
Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty Suất ăn An Phát,Công ty liên kết,Thu hồi gốc vay,-,39.000.000.000,,,,39000000000.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty liên kết đến ngày 29 tháng 6 năm 2023 và là công ty con kể từ ngày này,Cho vay,92.700.000.000,27.000.000.000,,,92700000000.0,27000000000.0
Công ty PBAT,Công ty PBAT,Công ty PBAT,Công ty liên kết đến ngày 29 tháng 6 năm 2023 và là công ty con kể từ ngày này,Thu hồi gốc vay,25.400.000.000,2.000.000.000,,,25400000000.0,2000000000.0
Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Lãnh đạo chủ chốt của Công ty APC,Tạm ứng,3.918.010.709,13.092.701.860,,,3918010709.0,13092701860.0
Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Ông Phạm Hoàng Việt,Lãnh đạo chủ chốt của Công ty APC,Hoàn ứng,13.071.548.767,7.075.077.984,,,13071548767.0,7075077984.0
Ông Phạm Văn Tuấn,Ông Phạm Văn Tuấn,Ông Phạm Văn Tuấn,Lãnh đạo chủ chốt của Công ty APC,Tạm ứng,15.192.444.000,12.060.857.000,,,15192444000.0,12060857000.0
Ông Phạm Văn Tuấn,Ông Phạm Văn Tuấn,Ông Phạm Văn Tuấn,Lãnh đạo chủ chốt của Công ty APC,Hoàn ứng,18.168.068.719,277.134.678,,,18168068719.0,277134678.0
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của Công ty APH,Tạm ứng,1.681.477.886,4.761.994.126,,,1681477886.0,4761994126.0
Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Ông Phạm Ánh Dương,Lãnh đạo chủ chốt của Công ty APH,Hoàn ứng,1.273.484.589,6.132.375.090,,,1273484589.0,6132375090.0
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại công ty con,Tạm ứng,22.884.887.500,-,,,22884887500.0,
Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Ông Phạm Đỗ Huy Cường,Lãnh đạo chủ chốt tại công ty con,Hoàn ứng,19.188.490.000,-,,,19188490000.0,
