row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,12.628.191.473.898,15.314.698.238.896,12628191473898.0,15314698238896.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,7.726.006.726.822,9.995.319.434.176,7726006726822.0,9995319434176.0
Doanh thu bán thành phẩm,Trong đó: > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.593.340.375.660,4.797.241.368.421,4593340375660.0,4797241368421.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,176.960.278.129,337.614.181.731,176960278129.0,337614181731.0
"Doanh thu cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp ghi nhận hàng kỳ","Trong đó: > Doanh thu cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp ghi nhận hàng kỳ","Doanh thu cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp ghi nhận hàng kỳ",131.884.093.287,106.429.283.558,131884093287.0,106429283558.0
"Doanh thu cho thuê nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp ghi nhận 1 lần (*)","Trong đó: > Doanh thu cho thuê nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp ghi nhận 1 lần (*)","Doanh thu cho thuê nhà xưởng, cho thuê đất và hạ tầng khu công nghiệp ghi nhận 1 lần (*)",-,78.093.971.010,,78093971010.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(6.677.328.951),(24.401.165.809),-6677328951.0,-24401165809.0
Hàng bán trả lại,Trong đó: > Hàng bán trả lại,Hàng bán trả lại,(1.447.261.573),(11.338.322.948),-1447261573.0,-11338322948.0
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(5.230.067.378),(12.540.687.768),-5230067378.0,-12540687768.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,-,(522.155.093),,-522155093.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,12.621.514.144.947,15.290.297.073.087,12621514144947.0,15290297073087.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần từ bán hàng hóa,Trong đó: > Doanh thu thuần từ bán hàng hóa,Doanh thu thuần từ bán hàng hóa,7.720.667.099.318,9.975.461.656.256,7720667099318.0,9975461656256.0
Doanh thu thuần từ bán thành phẩm,Trong đó: > Doanh thu thuần từ bán thành phẩm,Doanh thu thuần từ bán thành phẩm,4.592.002.674.214,4.792.697.980.532,4592002674214.0,4792697980532.0
Doanh thu thuần từ cung cấp dịch vụ,Trong đó: > Doanh thu thuần từ cung cấp dịch vụ,Doanh thu thuần từ cung cấp dịch vụ,176.960.278.128,337.614.181.731,176960278128.0,337614181731.0
"Doanh thu thuần cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp","Trong đó: > Doanh thu thuần cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp","Doanh thu thuần cho thuê đất, nhà xưởng và hạ tầng khu công nghiệp",131.884.093.287,106.429.283.558,131884093287.0,106429283558.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,-,78.093.971.010,,78093971010.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,12.449.326.103.269,14.784.193.656.636,12449326103269.0,14784193656636.0
Doanh thu đối với bên liên quan (Thuyết minh số 35),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 35),Doanh thu đối với bên liên quan (Thuyết minh số 35),172.188.041.678,506.103.416.451,172188041678.0,506103416451.0
