row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Chênh lệch tỷ giá do chuyển đổi báo cáo tài chính các công ty con ở nước ngoài lập bằng ngoại tệ sang VND,Chênh lệch tỷ giá do chuyển đổi báo cáo tài chính các công ty con ở nước ngoài lập bằng ngoại tệ sang VND,Chênh lệch tỷ giá do chuyển đổi báo cáo tài chính các công ty con ở nước ngoài lập bằng ngoại tệ sang VND,Chênh lệch tỷ giá do chuyển đổi báo cáo tài chính các công ty con ở nước ngoài lập bằng ngoại tệ sang VND,22.441.429.244,13.104.043.604,,22441429244.0,13104043604.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,22.441.429.244,13.104.043.604,,22441429244.0,13104043604.0
27.6 Quỹ,27.6 Quỹ,27.6 Quỹ,27.6 Quỹ,,,,,
,,,,Số cuối năm,Đơn vị tính: VND,,,
,,,,Số cuối năm,Số đầu năm,,,
Quỹ đầu tư và phát triển,27.6 Quỹ > Quỹ đầu tư và phát triển,Quỹ đầu tư và phát triển,Quỹ đầu tư và phát triển,80.481.616.464,80.481.616.464,,80481616464.0,80481616464.0
Quỹ khác thuộc vốn chủ sở hữu,27.6 Quỹ > Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,13.177.404.323,13.177.404.323,,13177404323.0,13177404323.0
TỔNG CỘNG,27.6 Quỹ > TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,93.659.020.787,93.659.020.787,,93659020787.0,93659020787.0
