row_label_raw,row_label_full,Ông Nguyễn Lê Thăng Long,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Đình Xuân Cường,Ông Đình Xuân Cường,Ông Đình Xuân Cường,Thành viên,Miễn nhiệm ngày 15 tháng 5 năm 2023,,
Bà Nguyễn Thị Tiên,Bà Nguyễn Thị Tiên,Bà Nguyễn Thị Tiên,Thành viên,,,
Bà Trần Thị Thoắn,Bà Trần Thị Thoắn,Bà Trần Thị Thoắn,Thành viên,,,
Ông Phan Trí Nghĩa,Ông Phan Trí Nghĩa,Ông Phan Trí Nghĩa,Thành viên,,,
Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Bà Hòa Thị Thu Hà,Thành viên,Bổ nhiệm ngày 15 tháng 5 năm 2023,,
