row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",7.538.732.353,4.639.319.556,7538732353.0,4639319556.0
Chi phí trả trước khác,Ngắn hạn > Chi phí trả trước khác,Chi phí trả trước khác,5.599.918.362,5.440.319.083,5599918362.0,5440319083.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,13.138.650.715,10.079.638.639,13138650715.0,10079638639.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Quyền sử dụng đất có thời hạn (*),Dài hạn > Quyền sử dụng đất có thời hạn (*),Quyền sử dụng đất có thời hạn (*),686.653.468.514,214.054.872.431,686653468514.0,214054872431.0
Tiền thuê đất trả trước,Dài hạn > Tiền thuê đất trả trước,Tiền thuê đất trả trước,37.713.833.205,25.793.065.960,37713833205.0,25793065960.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",22.893.707.628,16.902.418.370,22893707628.0,16902418370.0
Chiết khấu thanh toán,Dài hạn > Chiết khấu thanh toán,Chiết khấu thanh toán,2.021.760.000,2.560.896.000,2021760000.0,2560896000.0
Chi phí sửa chữa lớn,Dài hạn > Chi phí sửa chữa lớn,Chi phí sửa chữa lớn,3.620.943.749,4.557.962.316,3620943749.0,4557962316.0
Chi phí hoa hồng môi giới,Dài hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,37.867.091.974,-,37867091974.0,
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,10.888.351.179,6.334.607.059,10888351179.0,6334607059.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,801.659.156.249,270.203.822.136,801659156249.0,270203822136.0
