row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28.1,12.628.191.473.898,15.314.698.238.896,,281.0,12628191473898.0,15314698238896.0
02,02,02,2. Các khoản giảm trừ doanh thu,28.1,(6.677.328.951),(24.401.165.809),,281.0,-6677328951.0,-24401165809.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,28.1,12.621.514.144.947,15.290.297.073.087,,281.0,12621514144947.0,15290297073087.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,29,(11.512.820.822.177),(14.204.057.189.374),,29.0,-11512820822177.0,-14204057189374.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.108.693.322.770,1.086.239.883.713,,,1108693322770.0,1086239883713.0
21,21,21,6. Doanh thu hoạt động tài chính,28.2,242.681.115.061,214.482.862.553,,282.0,242681115061.0,214482862553.0
22,22,22,7. Chi phí tài chính,30,(239.294.342.399),(257.402.705.272),,30.0,-239294342399.0,-257402705272.0
23,23,23,Trong đó: Chi phí lãi vay,,(190.476.045.845),(173.679.772.675),,,-190476045845.0,-173679772675.0
24,24,24,"8. Phần lãi trong công ty liên doanh, liên kết",16.1,52.941.132.765,57.678.939.569,,161.0,52941132765.0,57678939569.0
25,25,25,9. Chi phí bán hàng,31,(511.055.878.824),(666.097.260.650),,31.0,-511055878824.0,-666097260650.0
26,26,26,10. Chi phí quản lý doanh nghiệp,31,(285.281.847.427),(247.607.549.844),,31.0,-285281847427.0,-247607549844.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,368.683.501.946,187.294.170.069,,,368683501946.0,187294170069.0
31,31,31,12. Thu nhập khác,32,16.181.309.264,8.605.911.082,,32.0,16181309264.0,8605911082.0
32,32,32,13. Chi phí khác,32,(6.969.256.261),(9.833.969.448),,32.0,-6969256261.0,-9833969448.0
40,40,40,14. Lợi nhuận/(lỗ) khác,32,9.212.053.003,(1.228.058.366),,32.0,9212053003.0,-1228058366.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,377.895.554.949,186.066.111.703,,,377895554949.0,186066111703.0
51,51,51,16. Chi phí thuế TNDN hiện hành,34.1,(77.937.805.250),(72.085.473.962),,341.0,-77937805250.0,-72085473962.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,34.3,9.236.073.435,3.310.630.196,,343.0,9236073435.0,3310630196.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,309.193.823.134,117.291.267.937,,,309193823134.0,117291267937.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,289.410.548.684,152.599.331.716,,,289410548684.0,152599331716.0
62,62,62,20. Lợi nhuận/(lỗ) sau thuế của cổ đông không kiểm soát,,19.783.274.450,(35.308.063.779),,,19783274450.0,-35308063779.0
