row_label_raw,row_label_full,Ký hạn,Mệnh giá,Chiết khấu,Phụ trội,Giá trị thuần,numeric__Mệnh giá,numeric__Chiết khấu,numeric__Phụ trội,numeric__Giá trị thuần
Ký hạn,Ký hạn,Ký hạn,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Từ 05 năm trở lên,Ký hạn > Từ 05 năm trở lên,Từ 05 năm trở lên,950.000,-,-,950.000,950000.0,,,950000.0
,,,950.000,-,-,950.000,950000.0,,,950000.0
