row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm > Triệu VND,Số phát sinh trong năm > Số phải nộp > Triệu VND,Số phát sinh trong năm > Số đã nộp > Triệu VND,Số dư cuối năm > Triệu VND,numeric__Số dư đầu năm > Triệu VND,numeric__Số phát sinh trong năm > Số phải nộp > Triệu VND,numeric__Số phát sinh trong năm > Số đã nộp > Triệu VND,numeric__Số dư cuối năm > Triệu VND
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,155,12.995,12.651,499,155.0,12995.0,12651.0,499.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,5.887,163.866,117.898,51.855,5887.0,163866.0,117898.0,51855.0
"3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác",1.286,56.949,49.841,8.394,1286.0,56949.0,49841.0,8394.0
,,,7.328,233.810,180.390,60.748,7328.0,233810.0,180390.0,60748.0
