row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,31/12/2018 > Triệu VND,31/12/2017 > Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__31/12/2018 > Triệu VND,numeric__31/12/2017 > Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",3,460.335,503.505,,3.0,460335.0,503505.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước,4,512.340,483.537,,4.0,512340.0,483537.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,5,10.826.234,13.124.945,,5.0,10826234.0,13124945.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,10.449.234,10.455.270,,,10449234.0,10455270.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,377.000,2.669.675,,,377000.0,2669675.0
IV,A > IV,IV,Chứng khoán kinh doanh,6,2.099.151,1.110.918,,6.0,2099151.0,1110918.0
1,A > 1,1,Chứng khoán kinh doanh,,2.099.151,1.135.820,,,2099151.0,1135820.0
2,A > 2,2,Dự phòng rủi ro chứng khoán kinh doanh,,-,(24.902),,,,-24902.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính,7,82.891,35.812,,7.0,82891.0,35812.0
VI,A > VI,VI,Cho vay khách hàng,,63.385.736,54.874.639,,,63385736.0,54874639.0
1,A > 1,1,Cho vay khách hàng,8,63.979.415,55.487.573,,8.0,63979415.0,55487573.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(593.679),(612.934),,9.0,-593679.0,-612934.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,15.695.965,18.112.279,,10.0,15695965.0,18112279.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,15.498.630,17.810.674,,,15498630.0,17810674.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,487.355,595.725,,,487355.0,595725.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(290.020),(294.120),,,-290020.0,-294120.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,268.097,251.225,,11.0,268097.0,251225.0
4,A > 4,4,Đầu tư dài hạn khác,,303.672,287.650,,,303672.0,287650.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(35.575),(36.425),,,-35575.0,-36425.0
X,A > X,X,Tài sản cố định,,654.756,655.601,,,654756.0,655601.0
1.,A > 1.,1.,Tài sản cố định hữu hình,12,115.855,114.411,,12.0,115855.0,114411.0
a,A > a,a,Nguyên giá TSCĐ,,301.925,281.007,,,301925.0,281007.0
b,A > b,b,Hao mòn TSCĐ,,(186.070),(166.596),,,-186070.0,-166596.0
3.,A > 3.,3.,Tài sản cố định vô hình,13,538.901,541.190,,13.0,538901.0,541190.0
a,A > a,a,Nguyên giá TSCĐ,,609.193,604.991,,,609193.0,604991.0
b,A > b,b,Hao mòn TSCĐ,,(70.292),(63.801),,,-70292.0,-63801.0
XI,A > XI,XI,Bất động sản đầu tư,,7.802,8.987,,,7802.0,8987.0
a,A > a,a,Nguyên giá BĐSDĐT,,7.802,8.987,,,7802.0,8987.0
XII,A > XII,XII,Tài sản Có khác,14,3.035.754,2.620.753,,14.0,3035754.0,2620753.0
1,A > 1,1,Các khoản phải thu,,106.161,80.647,,,106161.0,80647.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,2.891.547,2.508.156,,,2891547.0,2508156.0
3,A > 3,3,Tài sản thuế TNDN hoãn lại,,2.502,3.892,,,2502.0,3892.0
4,A > 4,4,Tài sản Có khác,,35.544,28.058,,,35544.0,28058.0
,,,TỔNG TÀI SẢN CÓ,,97.029.061,91.782.201,,,97029061.0,91782201.0
