row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm 2018 > Triệu VND,Năm 2017 > Triệu VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2018 > Triệu VND,numeric__Năm 2017 > Triệu VND
,,,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,7.246.888,7.031.188,,,7246888.0,7031188.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,,(5.374.138),(4.897.922),,,-5374138.0,-4897922.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,,30.753,56.195,,,30753.0,56195.0
04,04,04,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,78.886,29.256,,,78886.0,29256.0
05,05,05,Thu nhập khác,,2.591,(17.042),,,2591.0,-17042.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",,99.059,10.344,,,99059.0,10344.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(878.832),(640.419),,,-878832.0,-640419.0
08,08,08,Tiền thuế thu nhập thực nộp trong năm,,(117.898),(187.762),,,-117898.0,-187762.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,1.087.309,1.383.838,,,1087309.0,1383838.0
,,,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
10,10,10,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,1.120.473,(1.450.717),,,1120473.0,-1450717.0
11,11,11,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(47.079),(6.513),,,-47079.0,-6513.0
12,12,12,(Tăng)/Giảm các khoản cho vay khách hàng,,(9.051.374),(7.385.258),,,-9051374.0,-7385258.0
13,13,13,Giảm nguồn dự phòng để bù đắp tồn thất các khoản,,279.766,-,,,279766.0,
14,14,14,(Tăng)/Giảm khác về tài sản hoạt động,,(33.000),55.599,,,-33000.0,55599.0
,,,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15,15,15,Tăng/(Giảm) các khoản nợ chính phủ và Ngân hàng Nhà nước,,6.522,(322.169),,,6522.0,-322169.0
16,16,16,"Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,(5.431.491),11.698.948,,,-5431491.0,11698948.0
17,17,17,Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho Bạc Nhà nước),,9.119.323,4.258.396,,,9119323.0,4258396.0
18,18,18,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,383.848,(500.000),,,383848.0,-500000.0
19,19,19,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,8.580,(4.014),,,8580.0,-4014.0
21,21,21,Tăng/(Giảm) khác về công nợ hoạt động,,(15.280),(153.361),,,-15280.0,-153361.0
22,22,22,Chi từ các quỹ của tổ chức tín dụng,,(35.499),(21.832),,,-35499.0,-21832.0
I,I,I,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(2.607.902),7.552.917,,,-2607902.0,7552917.0
,,,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
01,01,01,Mua sắm tài sản cố định,,(86.672),(30.803),,,-86672.0,-30803.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",,-,100,,,,100.0
03,03,03,"Tiền chi từ thanh lý, nhượng bán tài sản cố định",,(3.577),-,,,-3577.0,
05,05,05,"Tiền thu từ bán, thanh lý bất động sản đầu tư",,1.184,32.444,,,1184.0,32444.0
06,06,06,"Tiền chi ra do bán, thanh lý bất động sản đầu tư",,-,(18),,,,-18.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",,5.867,-,,,5867.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,25.350,14.690,,,25350.0,14690.0
I,I,I,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(57.848),16.413,,,-57848.0,16413.0
