row_label_raw,row_label_full,Chỉ tiêu,Chỉ tiêu_1,Quá hạn > Triệu VND,Không chịu lãi > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,Tổng > Triệu VND,numeric__Chỉ tiêu_1,numeric__Quá hạn > Triệu VND,numeric__Không chịu lãi > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,numeric__Tổng > Triệu VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,,
I,NỘ PHẢI TRẢ > I,I,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,4.152.041,3.537.800,5.100.000,-,6.003,722.530,13.518.374,,,,4152041.0,3537800.0,5100000.0,,6003.0,722530.0,13518374.0
II,NỘ PHẢI TRẢ > II,II,Tiền gửi của khách hàng,-,754,2.098.474,3.041.307,6.487.948,11.603.018,21.778.160,27.524.761,72.534.422,,,754.0,2098474.0,3041307.0,6487948.0,11603018.0,21778160.0,27524761.0,72534422.0
IV,NỘ PHẢI TRẢ > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,-,-,-,12.467,-,12.467,,,,,,,,12467.0,,12467.0
V,NỘ PHẢI TRẢ > V,V,Phát hành giấy tờ có giá,-,-,-,-,-,-,383.848,950.000,1.333.848,,,,,,,,383848.0,950000.0,1333848.0
VI,NỘ PHẢI TRẢ > VI,VI,Các khoản nợ khác,-,2.547.494,-,-,-,-,-,-,2.547.494,,,2547494.0,,,,,,,2547494.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,2.548.248,6.250.515,6.579.107,11.587.948,11.603.018,22.180.478,29.197.291,89.946.605,,,2548248.0,6250515.0,6579107.0,11587948.0,11603018.0,22180478.0,29197291.0,89946605.0
Mức chênh nhạy cảm với lãi suất nội bằng,NỘ PHẢI TRẢ > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,530.177,2.401.427,224.329,2.728.955,672.096,595.941,337.917,510.888,8.001.730,,530177.0,2401427.0,224329.0,2728955.0,672096.0,595941.0,337917.0,510888.0,8001730.0
