row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,,,,,,,,,,
I. Doanh thu,I. Doanh thu,I. Doanh thu,7.577.884,6.805.826,148.964,51.920,344.118,281.031,-,-,8.070.966,7.138.777,7577884.0,6805826.0,148964.0,51920.0,344118.0,281031.0,,,8070966.0,7138777.0
1. Doanh thu lãi,1. Doanh thu lãi,1. Doanh thu lãi,7.577.884,6.805.826,-,-,10.141,6.331,-,-,7.588.025,6.812.157,7577884.0,6805826.0,,,10141.0,6331.0,,,7588025.0,6812157.0
2. Doanh thu từ hoạt động đầu tư,2. Doanh thu từ hoạt động đầu tư,2. Doanh thu từ hoạt động đầu tư,-,-,148.964,51.920,-,-,-,-,148.964,51.920,,,148964.0,51920.0,,,,,148964.0,51920.0
3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,3. Doanh thu từ hoạt động kinh doanh khác,-,-,-,-,333.977,274.700,-,-,333.977,274.700,,,,,333977.0,274700.0,,,333977.0,274700.0
II. Chi phí,II. Chi phí,II. Chi phí,5.889.353,5.154.240,43.413,33.450,146.214,161.700,879.857,747.856,6.958.837,6.097.246,5889353.0,5154240.0,43413.0,33450.0,146214.0,161700.0,879857.0,747856.0,6958837.0,6097246.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,5.889.353,5.154.240,-,-,-,-,-,-,5.889.353,5.154.240,5889353.0,5154240.0,,,,,,,5889353.0,5154240.0
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,-,-,-,-,-,-,29.542,33.848,29.542,33.848,,,,,,,29542.0,33848.0,29542.0,33848.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,-,-,43.413,33.450,146.214,161.700,850.315,714.008,1.039.942,909.158,,,43413.0,33450.0,146214.0,161700.0,850315.0,714008.0,1039942.0,909158.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,1.688.531,1.651.586,105.551,18.470,197.904,119.331,(879.857),(747.856),1.112.129,1.041.531,1688531.0,1651586.0,105551.0,18470.0,197904.0,119331.0,-879857.0,-747856.0,1112129.0,1041531.0
Chi phí/(Hoàn nhập) dự phòng rủi ro,Chi phí/(Hoàn nhập) dự phòng rủi ro,Chi phí/(Hoàn nhập) dự phòng rủi ro,274.412,296.423,(4.749),2.442,-,-,-,-,269.663,298.865,274412.0,296423.0,-4749.0,2442.0,,,,,269663.0,298865.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,1.414.119,1.355.163,110.300,16.028,197.904,119.331,(879.857),(747.856),842.466,742.666,1414119.0,1355163.0,110300.0,16028.0,197904.0,119331.0,-879857.0,-747856.0,842466.0,742666.0
