row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BẢO CẢO KIỂM TOÁN ĐỌC LẬP,BẢO CẢO KIỂM TOÁN ĐỌC LẬP,BẢO CẢO KIỂM TOÁN ĐỌC LẬP,4 - 5,
BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT,6 - 7,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,8,8.0
BẢO CẢO LU'U CHUYỀN TIÊN TỆ HỢP NHẤT,BẢNG CẦN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO LU'U CHUYỀN TIÊN TỆ HỢP NHẤT,BẢO CẢO LU'U CHUYỀN TIÊN TỆ HỢP NHẤT,9,9.0
THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,10 - 34,
