row_label_raw,row_label_full,Họ và tên,Chức danh,Năm 2025,Năm 2024,numeric__Chức danh,numeric__Năm 2025,numeric__Năm 2024
Họ và tên,Họ và tên,Họ và tên,Chức danh,VND,VND,,,
Ông Hoàng Phương,Họ và tên > Ông Hoàng Phương,Ông Hoàng Phương,Trường Ban kiểm soát,96.000.000,96.000.000,,96000000.0,96000000.0
Bà Nguyễn Thu Trang,Họ và tên > Bà Nguyễn Thu Trang,Bà Nguyễn Thu Trang,Thành viên,567.248.445,323.513.900,,567248445.0,323513900.0
Ông Lê Văn Kiều,Họ và tên > Ông Lê Văn Kiều,Ông Lê Văn Kiều,Thành viên,60.000.000,42.500.000,,60000000.0,42500000.0
Ông Nguyễn Minh Hiếu,Họ và tên > Ông Nguyễn Minh Hiếu,Ông Nguyễn Minh Hiếu,Thành viên (miễn nhiệm ngày 15/04/2024),-,50.000.000,,,50000000.0
Cộng,Họ và tên > Cộng,Cộng,,723.248.445,512.013.900,,723248445.0,512013900.0
