row_label_raw,row_label_full,Tên công ty,Thành lập và hoạt động,Tỷ lệ sở hữu,Quyền biểu quyết,Hoạt động chính,numeric__Thành lập và hoạt động,numeric__Tỷ lệ sở hữu,numeric__Quyền biểu quyết,numeric__Hoạt động chính
Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Công ty TNHH Đầu tư Phát triển Địa ốc An Pha,Thành phố Hồ Chí Minh,100%,100%,"Kinh doanh, môi giới bắt động sản",,1.0,1.0,
Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Công ty TNHH Đầu tư Kinh doanh Địa ốc An Thịnh Phát,Thành phố Hồ Chí Minh,100%,100%,"Kinh doanh, môi giới bắt động sản",,1.0,1.0,
