row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm 2025,Năm 2024,numeric__Mã số,numeric__Năm 2025,numeric__Năm 2024
I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,I. Lưu chuyển tiền tử hoạt động kinh doanh,,,
1. Lợi nhuận trước thuế,I. Lưu chuyển tiền tử hoạt động kinh doanh > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,87.396.604.769,71.483.709.470,1.0,87396604769.0,71483709470.0
2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,2. Điều chỉnh cho các khoản,,,
- Khấu hao TSCĐ,2. Điều chỉnh cho các khoản > - Khấu hao TSCĐ,- Khấu hao TSCĐ,02,266.201.653,545.019.825,2.0,266201653.0,545019825.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,(160.369.487.776),(192.077.065.396),5.0,-160369487776.0,-192077065396.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản > - Chi phí lãi vay,- Chi phí lãi vay,06,70.087.258.627,72.023.315.911,6.0,70087258627.0,72023315911.0
3. Lợi nhuận tử hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản > 3. Lợi nhuận tử hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận tử hoạt động kinh doanh trước thay đổi vốn lưu động,08,(2.619.422.727),(48.025.020.190),8.0,-2619422727.0,-48025020190.0
- Tăng các khoản phải thu,2. Điều chỉnh cho các khoản > - Tăng các khoản phải thu,- Tăng các khoản phải thu,09,(323.054.205.516),(42.622.258.730),9.0,-323054205516.0,-42622258730.0
"- Tăng, giảm hàng tồn kho","2. Điều chỉnh cho các khoản > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,8.658.194.053,84.416.801.757,10.0,8658194053.0,84416801757.0
"- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","2. Điều chỉnh cho các khoản > - Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)","- Tăng, giảm khoản phải trả (không kể lãi vay phải trả, thuế TNDN phải nộp)",11,43.182.560.851,108.967.320.242,11.0,43182560851.0,108967320242.0
"- Tăng, giảm chi phí trả trước","2. Điều chỉnh cho các khoản > - Tăng, giảm chi phí trả trước","- Tăng, giảm chi phí trả trước",12,(78.746.619.654),(85.140.572.515),12.0,-78746619654.0,-85140572515.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,(72.641.023.944),(73.163.893.439),14.0,-72641023944.0,-73163893439.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,(17.226.783.909),(5.512.125.491),15.0,-17226783909.0,-5512125491.0
Lưu chuyển tiền thuần tử hoạt động kinh doanh,2. Điều chỉnh cho các khoản > Lưu chuyển tiền thuần tử hoạt động kinh doanh,Lưu chuyển tiền thuần tử hoạt động kinh doanh,20,(442.447.300.846),(61.079.748.366),20.0,-442447300846.0,-61079748366.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chi mua sắm, xây dựng TSCĐ và các TSDH khác",21,(505.000.000),(1.402.312.963),21.0,-505000000.0,-1402312963.0
"2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","2. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(1.664.741.000.000),(317.243.123.288),23.0,-1664741000000.0,-317243123288.0
"3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","3. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.637.743.000.000,189.000.000.000,24.0,1637743000000.0,189000000000.0
"4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","4. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,166.821.172.423,219.550.865.550,27.0,166821172423.0,219550865550.0
Lưu chuyển tiền thuần tử hoạt động đầu tư,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần tử hoạt động đầu tư,Lưu chuyển tiền thuần tử hoạt động đầu tư,30,139.318.172.423,89.905.429.299,30.0,139318172423.0,89905429299.0
III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ đi vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,874.217.424.523,443.245.000.000,33.0,874217424523.0,443245000000.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(583.370.706.504),(415.230.293.496),34.0,-583370706504.0,-415230293496.0
Lưu chuyển tiền thuần tử hoạt động tài chính,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần tử hoạt động tài chính,Lưu chuyển tiền thuần tử hoạt động tài chính,40,290.846.718.019,28.014.706.504,40.0,290846718019.0,28014706504.0
Lưu chuyển tiền thuần trong năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,(12.282.410.404),56.840.387.437,50.0,-12282410404.0,56840387437.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,106.983.017.179,50.142.629.742,60.0,106983017179.0,50142629742.0
Tiền và tương đương tiền cuối năm,III. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,94.700.606.775,106.983.017.179,70.0,94700606775.0,106983017179.0
