row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,Công ty Cổ phần Bất động sản Khải Minh Land,,
- Chuyển tiền hợp tác kinh doanh,Công ty Cổ phần Bất động sản Khải Minh Land > - Chuyển tiền hợp tác kinh doanh,- Chuyển tiền hợp tác kinh doanh,Không còn là bên liên quan,3.600.000.000,,3600000000.0
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty Cổ phần Bất động sản Khải Minh Land > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,Không còn là bên liên quan,105.161.181.824,,105161181824.0
Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu,,
- Thu lãi hợp đồng hợp tác kinh doanh,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu > - Thu lãi hợp đồng hợp tác kinh doanh,- Thu lãi hợp đồng hợp tác kinh doanh,4.550.000.000,30.300.000.000,4550000000.0,30300000000.0
- Đầu tư hợp tác kinh doanh,Công ty TNHH Tập đoàn Khải Hoàn - Vũng Tàu > - Đầu tư hợp tác kinh doanh,- Đầu tư hợp tác kinh doanh,285.450.000.000,-,285450000000.0,
Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,Công ty TNHH Giao Hường Xanh,,
- Chuyển tiền hợp tác kinh doanh,Công ty TNHH Giao Hường Xanh > - Chuyển tiền hợp tác kinh doanh,- Chuyển tiền hợp tác kinh doanh,520.981.000.000,312.500.000.000,520981000000.0,312500000000.0
- Chuyển tiền đặt cọc,Công ty TNHH Giao Hường Xanh > - Chuyển tiền đặt cọc,- Chuyển tiền đặt cọc,291.420.000.000,-,291420000000.0,
Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,Công ty TNHH Cộng đồng Môi giới,,
- Nhận lại tiền hợp đồng hợp tác kinh doanh,Công ty TNHH Cộng đồng Môi giới > - Nhận lại tiền hợp đồng hợp tác kinh doanh,- Nhận lại tiền hợp đồng hợp tác kinh doanh,Không còn là bên liên quan,4.455.000.000,,4455000000.0
