row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.026.828.363.073,-,895.581.069.761,-,1026828363073.0,,895581069761.0,
Tạm ứng,Tạm ứng,Tạm ứng,4.933.129.070,-,3.886.871.463,-,4933129070.0,,3886871463.0,
"Ký cược, ký quỹ (10.1)","Ký cược, ký quỹ (10.1)","Ký cược, ký quỹ (10.1)",920.875.599.860,-,523.282.173.779,-,920875599860.0,,523282173779.0,
Lãi ngân hàng dự thu,Lãi ngân hàng dự thu,Lãi ngân hàng dự thu,830.939.035,-,747.552.903,-,830939035.0,,747552903.0,
"Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (10.2)","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (10.2)","Phải thu lãi hợp đồng hợp tác kinh doanh, lãi cho vay (10.2)",39.155.580.730,-,45.690.651.509,-,39155580730.0,,45690651509.0,
Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),Khoản chi hộ Công ty TNHH Giao Hường Xanh (*),60.598.404.304,-,60.598.404.304,-,60598404304.0,,60598404304.0,
Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),-,-,256.500.000.000,-,,,256500000000.0,
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,434.710.074,-,4.875.415.803,-,434710074.0,,4875415803.0,
Dài hạn,Dài hạn,Dài hạn,4.624.420.104.107,-,4.601.866.329.350,-,4624420104107.0,,4601866329350.0,
"Ký cược, ký quỹ (10.1)","Ký cược, ký quỹ (10.1)","Ký cược, ký quỹ (10.1)",43.289.104.107,-,71.766.329.350,-,43289104107.0,,71766329350.0,
Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),Phải thu liên quan đến hợp đồng hợp tác kinh doanh (10.3),4.581.131.000.000,-,4.530.100.000.000,-,4581131000000.0,,4530100000000.0,
Cộng,Cộng,Cộng,5.651.248.467.180,-,5.497.447.399.111,-,5651248467180.0,,5497447399111.0,
