row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,Bán hàng và cung cấp dịch vụ,13.996.654.157,12.343.178.938,13996654157.0,12343178938.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,7.608.251.400,8.359.429.800,7608251400.0,8359429800.0
Công ty Cổ phần tập đoàn Gelex,Công ty Cổ phần tập đoàn Gelex,Công ty Cổ phần tập đoàn Gelex,3.461.633.104,-,3461633104.0,
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,1.488.926.400,28.517.777,1488926400.0,28517777.0
Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,1.260.744.053,1.166.190.184,1260744053.0,1166190184.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,177.099.200,2.789.041.177,177099200.0,2789041177.0
Mua hàng,Mua hàng,Mua hàng,330.300.209.549,576.552.056.119,330300209549.0,576552056119.0
Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,179.874.110.940,235.888.060.954,179874110940.0,235888060954.0
Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,81.990.467.985,248.213.300.178,81990467985.0,248213300178.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,67.754.029.724,92.222.433.577,67754029724.0,92222433577.0
Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,681.600.900,-,681600900.0,
Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,Công ty TNHH MTV Năng lượng Gelex Ninh Thuận,-,228.261.410,,228261410.0
Góp vốn,Góp vốn,Góp vốn,57.242.361.262,2.500.000.000,57242361262.0,2500000000.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,44.742.361.262,-,44742361262.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,12.500.000.000,2.500.000.000,12500000000.0,2500000000.0
Thu hồi vốn góp,Thu hồi vốn góp,Thu hồi vốn góp,44.742.361.262,-,44742361262.0,
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,44.742.361.262,-,44742361262.0,
Nhận cổ tức,Nhận cổ tức,Nhận cổ tức,264.707.575.952,47.392.361.262,264707575952.0,47392361262.0
Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,Công ty TNHH Kính nổi Việt Nam,263.637.586.013,44.742.361.262,263637586013.0,44742361262.0
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,544.989.939,-,544989939.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩuViglacera,525.000.000,350.000.000,525000000.0,350000000.0
Công ty cổ phần Viglacera Hạ Long II,Công ty cổ phần Viglacera Hạ Long II,Công ty cổ phần Viglacera Hạ Long II,-,1.200.000.000,,1200000000.0
Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,Công ty Cổ phần Viglacera Đông Triêu,-,1.100.000.000,,1100000000.0
Trả cổ tức,Trả cổ tức,Trả cổ tức,796.181.884.000,995.227.355.000,796181884000.0,995227355000.0
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,450.211.360.000,562.764.200.000,450211360000.0,562764200000.0
Bộ Xây dựng,Bộ Xây dựng,Bộ Xây dựng,345.970.524.000,432.463.155.000,345970524000.0,432463155000.0
