row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,9.104.809.897.619,8.107.975.056.610,,100.0,,9104809897619.0,8107975056610.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,1.841.653.234.658,2.018.744.609.826,,110.0,4.0,1841653234658.0,2018744609826.0
1.,1.,1.,Tiền,111,,1.142.029.494.839,937.207.375.606,,111.0,,1142029494839.0,937207375606.0
2.,2.,2.,Các khoản tương đương tiền,112,,699.623.739.819,1.081.537.234.220,,112.0,,699623739819.0,1081537234220.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,626.586.849.988,128.954.942.982,,120.0,,626586849988.0,128954942982.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,626.586.849.988,128.954.942.982,,123.0,5.0,626586849988.0,128954942982.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.117.328.239.029,1.183.294.409.897,,130.0,,1117328239029.0,1183294409897.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,936.463.536.138,891.078.346.611,,131.0,6.0,936463536138.0,891078346611.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,241.225.800.207,337.132.020.703,,132.0,7.0,241225800207.0,337132020703.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,,500.000.000,800.000.000,,135.0,,500000000.0,800000000.0
4.,4.,4.,Phải thu ngắn hạn khác,136,8,225.321.705.141,277.038.242.379,,136.0,8.0,225321705141.0,277038242379.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(286.182.802.457),(322.754.199.796),,137.0,9.0,-286182802457.0,-322754199796.0
IV.,IV.,IV.,Hàng tồn kho,140,10,4.739.829.320.287,4.235.047.120.510,,140.0,10.0,4739829320287.0,4235047120510.0
1.,1.,1.,Hàng tồn kho,141,,4.964.073.996.726,4.376.027.375.202,,141.0,,4964073996726.0,4376027375202.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(224.244.676.439),(140.980.254.692),,149.0,,-224244676439.0,-140980254692.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,779.412.253.657,541.933.973.395,,150.0,,779412253657.0,541933973395.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,42.989.554.925,54.356.570.033,,151.0,11.0,42989554925.0,54356570033.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,662.315.510.522,452.348.183.116,,152.0,,662315510522.0,452348183116.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,19,74.107.188.210,35.229.220.246,,153.0,19.0,74107188210.0,35229220246.0
