row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,8.164.639.343.334,10.640.494.661.827,8164639343334.0,10640494661827.0
Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,Doanh thu bán bắt động sản,100.351.917.558,1.065.190.064.172,100351917558.0,1065190064172.0
"Doanh thu bán các sản phẩm kính, gương","Doanh thu bán các sản phẩm kính, gương","Doanh thu bán các sản phẩm kính, gương",2.129.984.852.779,2.910.105.501.268,2129984852779.0,2910105501268.0
"Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện",933.841.403.191,1.088.757.239.217,933841403191.0,1088757239217.0
Doanh thu bán các sản phẩm gạch ốp lát,Doanh thu bán các sản phẩm gạch ốp lát,Doanh thu bán các sản phẩm gạch ốp lát,3.472.750.711.018,3.587.011.446.436,3472750711018.0,3587011446436.0
"Doanh thu bán các sản phẩm gạch, ngói đất sét nung","Doanh thu bán các sản phẩm gạch, ngói đất sét nung","Doanh thu bán các sản phẩm gạch, ngói đất sét nung",1.270.110.034.267,1.694.962.944.106,1270110034267.0,1694962944106.0
"Doanh thu bán các sản phẩm bao bì, má phanh","Doanh thu bán các sản phẩm bao bì, má phanh","Doanh thu bán các sản phẩm bao bì, má phanh",82.647.794.377,154.060.315.444,82647794377.0,154060315444.0
Doanh thu bán sản phẩm bê tông khí,Doanh thu bán sản phẩm bê tông khí,Doanh thu bán sản phẩm bê tông khí,117.759.645.686,102.681.834.553,117759645686.0,102681834553.0
"Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển","Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển","Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển",47.275.014.870,29.037.018.760,47275014870.0,29037018760.0
Doanh thu bán hàng khác,Doanh thu bán hàng khác,Doanh thu bán hàng khác,9.917.969.588,8.688.297.871,9917969588.0,8688297871.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,5.130.177.562.447,3.793.045.628.459,5130177562447.0,3793045628459.0
"Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",4.513.839.272.242,3.294.086.365.883,4513839272242.0,3294086365883.0
"Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",565.213.891.975,442.324.164.233,565213891975.0,442324164233.0
Dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,Dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,Dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,6.968.359.826,15.468.267.566,6968359826.0,15468267566.0
Doanh thu về phí duy trì và phát triển thương hiệu,Doanh thu về phí duy trì và phát triển thương hiệu,Doanh thu về phí duy trì và phát triển thương hiệu,480.423.000,474.689.000,480423000.0,474689000.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,43.675.615.404,40.692.141.777,43675615404.0,40692141777.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,47.650.419.462,174.403.266.002,47650419462.0,174403266002.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(148.648.897.197),(15.493.694.311),-148648897197.0,-15493694311.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,(135.192.946.412),-,-135192946412.0,
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,(11.873.144.270),(15.493.694.311),-11873144270.0,-15493694311.0
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,(1.582.806.515),-,-1582806515.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,13.193.818.428.046,14.592.449.861.977,13193818428046.0,14592449861977.0
Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 42),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 42),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 42),13.996.654.157,12.343.178.938,13996654157.0,12343178938.0
