row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,VND,VND,,
Khách hàng thuê cơ sở hạ tầng khu công nghiệp trả trước,Khách hàng thuê cơ sở hạ tầng khu công nghiệp trả trước,Khách hàng thuê cơ sở hạ tầng khu công nghiệp trả trước,1.452.006.343.845,2.282.972.902.098,1452006343845.0,2282972902098.0
Khách hàng mua nhà trả trước,Khách hàng mua nhà trả trước,Khách hàng mua nhà trả trước,57.505.640.929,76.722.792.293,57505640929.0,76722792293.0
Khách hàng khác,Khách hàng khác,Khách hàng khác,88.143.034.574,42.328.696.898,88143034574.0,42328696898.0
,,,1.597.655.019.348,2.402.024.391.289,1597655019348.0,2402024391289.0
