row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,33,13.342.467.325.243,14.607.943.556.288,,1.0,33.0,13342467325243.0,14607943556288.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,33,148.648.897.197,15.493.694.311,,2.0,33.0,148648897197.0,15493694311.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,13.193.818.428.046,14.592.449.861.977,,10.0,,13193818428046.0,14592449861977.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,34,9.674.692.360.146,10.354.300.437.633,,11.0,34.0,9674692360146.0,10354300437633.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,3.519.126.067.900,4.238.149.424.344,,20.0,,3519126067900.0,4238149424344.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,36,60.529.622.370,85.615.395.038,,21.0,36.0,60529622370.0,85615395038.0
7.,7.,7.,Chi phí tài chính,22,37,380.885.840.494,324.403.037.382,,22.0,37.0,380885840494.0,324403037382.0
,,,- Trong đó: Chi phí lãi vay,23,,348.457.380.117,251.376.723.757,,23.0,,348457380117.0,251376723757.0
8.,8.,8.,"Phần (lỗ)/lãi trong công ty liên doanh, liên kết",24,,(36.392.135.098),112.409.447.259,,24.0,,-36392135098.0,112409447259.0
9.,9.,9.,Chi phí bán hàng,25,38,812.377.184.581,936.334.436.050,,25.0,38.0,812377184581.0,936334436050.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,38,756.017.100.394,911.832.018.223,,26.0,38.0,756017100394.0,911832018223.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.593.983.429.703,2.263.604.774.986,,30.0,,1593983429703.0,2263604774986.0
12.,12.,12.,Thu nhập khác,31,,72.067.424.203,83.630.368.167,,31.0,,72067424203.0,83630368167.0
13.,13.,13.,Chi phí khác,32,,64.112.316.489,42.030.991.056,,32.0,,64112316489.0,42030991056.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,7.955.107.714,41.599.377.111,,40.0,,7955107714.0,41599377111.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.601.938.537.417,2.305.204.152.097,,50.0,,1601938537417.0,2305204152097.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,39,425.202.407.709,381.840.210.013,,51.0,39.0,425202407709.0,381840210013.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,25,14.496.988.030,10.325.407.122,,52.0,25.0,14496988030.0,10325407122.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.162.239.141.678,1.913.038.534.962,,60.0,,1162239141678.0,1913038534962.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,1.218.120.252.933,1.728.187.379.363,,61.0,,1218120252933.0,1728187379363.0
,,,(Lỗ)/lợi nhuận sau thuế của cổ đông không kiểm soát,62,,(55.881.111.255),184.851.155.599,,62.0,,-55881111255.0,184851155599.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,40,2.717,3.653,,70.0,40.0,2717.0,3653.0
