row_label_raw,row_label_full,col_0,Nhóm bắt động sản và xây dựng,"Nhóm kính, gương","Nhóm sứ, sen vòi và phụ kiện",Nhóm gạch ốp lát,"Nhóm gạch, ngói đất sét nung",Bộ phận khác,Loại trừ nội bộ,Tổng cộng các bộ phận,numeric__Nhóm bắt động sản và xây dựng,"numeric__Nhóm kính, gương","numeric__Nhóm sứ, sen vòi và phụ kiện",numeric__Nhóm gạch ốp lát,"numeric__Nhóm gạch, ngói đất sét nung",numeric__Bộ phận khác,numeric__Loại trừ nội bộ,numeric__Tổng cộng các bộ phận
Tải sản bộ phận,Tải sản bộ phận,Tải sản bộ phận,17.215.842.404.790,4.271.215.234.831,1.717.043.439.612,3.501.586.648.281,1.094.116.003.829,87.226.164.904,(5.630.497.999.350),22.256.531.896.897,17215842404790.0,4271215234831.0,1717043439612.0,3501586648281.0,1094116003829.0,87226164904.0,-5630497999350.0,22256531896897.0
Tải sản không phân bổ,Tải sản không phân bổ,Tải sản không phân bổ,,,,,,,,702.389.512.399,,,,,,,,702389512399.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,17.215.842.404.790,4.271.215.234.831,1.717.043.439.612,3.501.586.648.281,1.094.116.003.829,87.226.164.904,(5.630.497.999.350),22.958.921.409.296,17215842404790.0,4271215234831.0,1717043439612.0,3501586648281.0,1094116003829.0,87226164904.0,-5630497999350.0,22958921409296.0
Nợ phải trả của các bộ phân,Nợ phải trả của các bộ phân,Nợ phải trả của các bộ phân,(12.500.433.510.263),(2.700.349.160.561),(1.505.578.683.036),(2.703.987.667.864),(532.962.982.701),(52.383.555.190),34.013.610.576.579,14.017.915.016.964,-12500433510263.0,-2700349160561.0,-1505578683036.0,-2703987667864.0,-532962982701.0,-52383555190.0,34013610576579.0,14017915016964.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,,,(144.422.683.836),,,,,,,,-144422683836.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,(12.500.433.510.263),(2.700.349.160.561),(1.505.578.683.036),(2.703.987.667.864),(532.962.982.701),(52.383.555.190),34.013.610.576.579,13.873.492.333.128,-12500433510263.0,-2700349160561.0,-1505578683036.0,-2703987667864.0,-532962982701.0,-52383555190.0,34013610576579.0,13873492333128.0
