row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Giá vốn của hàng bán,Giá vốn của hàng bán,Giá vốn của hàng bán,6.861.130.535.210,7.994.927.043.576,6861130535210.0,7994927043576.0
Giá vốn bán bắt động sản,Giá vốn bán bắt động sản,Giá vốn bán bắt động sản,72.527.901.384,601.409.400.723,72527901384.0,601409400723.0
Hạch toán giảm do điều chỉnh tổng mức đầu tư các dự án theo quyết định phê duyệt điều chỉnh dự án,Hạch toán giảm do điều chỉnh tổng mức đầu tư các dự án theo quyết định phê duyệt điều chỉnh dự án,Hạch toán giảm do điều chỉnh tổng mức đầu tư các dự án theo quyết định phê duyệt điều chỉnh dự án,(177.977.408.926),-,-177977408926.0,
"Giá vốn bán các sản phẩm kính, gưỡng","Giá vốn bán các sản phẩm kính, gưỡng","Giá vốn bán các sản phẩm kính, gưỡng",2.089.204.613.191,2.021.560.963.937,2089204613191.0,2021560963937.0
"Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",666.869.269.791,711.921.355.812,666869269791.0,711921355812.0
Giá vốn bán các sản phẩm gạch ốp lát,Giá vốn bán các sản phẩm gạch ốp lát,Giá vốn bán các sản phẩm gạch ốp lát,2.872.850.987.720,2.911.505.767.123,2872850987720.0,2911505767123.0
"Giá vốn bán các sản phẩm gạch, ngói đất sét nung","Giá vốn bán các sản phẩm gạch, ngói đất sét nung","Giá vốn bán các sản phẩm gạch, ngói đất sét nung",1.148.321.249.576,1.498.417.355.256,1148321249576.0,1498417355256.0
"Giá vốn bán các sản phẩm bao bì, má phanh","Giá vốn bán các sản phẩm bao bì, má phanh","Giá vốn bán các sản phẩm bao bì, má phanh",57.979.938.555,125.788.738.697,57979938555.0,125788738697.0
Giá vốn bán sản phẩm bề tông khí,Giá vốn bán sản phẩm bề tông khí,Giá vốn bán sản phẩm bề tông khí,93.685.319.389,100.013.444.857,93685319389.0,100013444857.0
"Giá vốn hoạt động khai thác, chế biến khoáng sản và vận chuyển","Giá vốn hoạt động khai thác, chế biến khoáng sản và vận chuyển","Giá vốn hoạt động khai thác, chế biến khoáng sản và vận chuyển",31.852.392.117,18.250.793.155,31852392117.0,18250793155.0
Giá vốn bán hàng khác,Giá vốn bán hàng khác,Giá vốn bán hàng khác,5.816.272.413,6.059.224.016,5816272413.0,6059224016.0
Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,2.777.418.261.160,2.200.934.708.191,2777418261160.0,2200934708191.0
Giá vốn dịch vụ cho thuê đất đã phát triển cơ sở hạ tầng,Giá vốn dịch vụ cho thuê đất đã phát triển cơ sở hạ tầng,Giá vốn dịch vụ cho thuê đất đã phát triển cơ sở hạ tầng,2.351.517.142.572,1.827.249.673.949,2351517142572.0,1827249673949.0
"Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",393.776.964.198,331.691.217.645,393776964198.0,331691217645.0
Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu xây dựng,1.947.569.139,10.003.041.348,1947569139.0,10003041348.0
Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,Giá vốn dịch vụ khác,30.176.585.251,31.990.775.249,30176585251.0,31990775249.0
Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,Giá vốn hợp đồng xây dựng,36.143.563.776,158.438.685.866,36143563776.0,158438685866.0
,,,9.674.692.360.146,10.354.300.437.633,9674692360146.0,10354300437633.0
