row_label_raw,row_label_full,Ông Hoàng Văn Tăng,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Bà Nguyễn Thị Thanh Huyền,Bà Nguyễn Thị Thanh Huyền,Bà Nguyễn Thị Thanh Huyền,Phó Tổng Giám đốc,,,
Ông Nguyễn Văn Tùng,Ông Nguyễn Văn Tùng,Ông Nguyễn Văn Tùng,Phó Tổng Giám đốc,,,
Ông Nguyễn Tuấn Liêm,Ông Nguyễn Tuấn Liêm,Ông Nguyễn Tuấn Liêm,Phó Tổng Giám đốc,bổ nhiệm ngày 4 tháng 12 năm 2020,,
Ông Nguyễn Quang Tín,Ông Nguyễn Quang Tín,Ông Nguyễn Quang Tín,Phó Tổng Giám đốc,bổ nhiệm ngày 18 tháng 8 năm 2020,,
Ông Trần Văn Đạt,Ông Trần Văn Đạt,Ông Trần Văn Đạt,Phó Tổng Giám đốc,bổ nhiệm ngày 18 tháng 8 năm 2020,,
Ông Phạm Văn Thành,Ông Phạm Văn Thành,Ông Phạm Văn Thành,Phó Tổng Giám đốc,miễn nhiệm ngày 4 tháng 3 năm 2020,,
Ông Bùi Văn Sự,Ông Bùi Văn Sự,Ông Bùi Văn Sự,Phó Tổng Giám đốc,miễn nhiệm ngày 1 tháng 10 năm 2020,,
