row_label_raw,row_label_full,Ngân hàng > Ngân hàng Thương mạiCổ phần Công thươngViệt Nam - Chi nhánhBình Xuyên > Ngân hàng Thương mạiCổ phần Đầu tư và Phát triểnViệt Nam - Chi nhánh Bà Rịa - Vũng Tàu > Ngân hàng Thương mạiCổ phần Á Châu- Chi nhánh Hồ Chí Minh,Số cuối nămVND > 910.000.000.000 > 227.046.271.511 > 16.649.608.967,Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 2 năm 2021đến ngày 1 tháng 11 năm 2028 > Từ ngày 23 tháng 3 năm 2021 đến ngày 14 tháng 12 năm 2022 > Ngày 29 tháng 1 năm 2021,"Lãi suất(%/năm) > 10,50% > 8,60% -8,80% > 9,50%","Hình thức đảm bảo > Quyền sử dụng đất của thừa đất số 667 với diện tích \( 7.920 \, m^{2} \) tại Phường Khai Quang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và 806 với diện tích \( 17.341 \, m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh Vĩnh Phúc và toàn bộ quyền tài sản phát sinh từ Dự án khu tổ hợp Khách sạn DIC Star; 95 quyền sử dụng đất tại Dự án Khu Đô thị mới Nam Vĩnh yên - Giai đoạn 1 - Phân khu 1 đứng tên Tổng công ty Cổ phần Đầu tư phát triển xây dựng với tổng diện tích là \( 17.162 \, m^{2} \)Các quyền tài sản (bao gồm nhưng không giới hạn: quyền đổi nợ và thụ hưởng số tiền đời nợ; quyền được phân chia và sử dụng, khai thác, và/hoặc sở hữu sản phẩm được phân chia; quyền yêu cầu hoàn trả tiền ứng trước, tiền phạt vi phạm, tiền bồi thường thiết hại và thụ hưởng số tiền này; các quyền, lợi ích, các khoản bồi hoàn,...) của Tổng công ty Cổ phần đầu tư phát triển xây dựng phát sinh từ Dự án Khu đỏ thị Nam Vĩnh yên Giai đoạn 1 - Phân khu 2,3 > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBND Tĩnh Bà Rịa Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dự án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, hợp đồng tiền gửi có kỳ hạn tại Ngân hàng Ả châu- Chi nhánh TP Hồ Chí Minh và 18.920.000 cổ phần phổ thông của DIC Phương Nam",numeric__Số cuối nămVND > 910.000.000.000 > 227.046.271.511 > 16.649.608.967,numeric__Kỳ hạn trả gốc và lãi > Từ ngày 25 tháng 2 năm 2021đến ngày 1 tháng 11 năm 2028 > Từ ngày 23 tháng 3 năm 2021 đến ngày 14 tháng 12 năm 2022 > Ngày 29 tháng 1 năm 2021,"numeric__Lãi suất(%/năm) > 10,50% > 8,60% -8,80% > 9,50%","numeric__Hình thức đảm bảo > Quyền sử dụng đất của thừa đất số 667 với diện tích \( 7.920 \, m^{2} \) tại Phường Khai Quang, Thành phố Vĩnh Yên, Tĩnh Vĩnh Phúc, tờ bản đồ số 16, thừa đất số 805 và 806 với diện tích \( 17.341 \, m^{2} \) tại Xã Thanh Trù, Thành phố Vĩnh Yên, tỉnh Vĩnh Phúc và toàn bộ quyền tài sản phát sinh từ Dự án khu tổ hợp Khách sạn DIC Star; 95 quyền sử dụng đất tại Dự án Khu Đô thị mới Nam Vĩnh yên - Giai đoạn 1 - Phân khu 1 đứng tên Tổng công ty Cổ phần Đầu tư phát triển xây dựng với tổng diện tích là \( 17.162 \, m^{2} \)Các quyền tài sản (bao gồm nhưng không giới hạn: quyền đổi nợ và thụ hưởng số tiền đời nợ; quyền được phân chia và sử dụng, khai thác, và/hoặc sở hữu sản phẩm được phân chia; quyền yêu cầu hoàn trả tiền ứng trước, tiền phạt vi phạm, tiền bồi thường thiết hại và thụ hưởng số tiền này; các quyền, lợi ích, các khoản bồi hoàn,...) của Tổng công ty Cổ phần đầu tư phát triển xây dựng phát sinh từ Dự án Khu đỏ thị Nam Vĩnh yên Giai đoạn 1 - Phân khu 2,3 > Giấy chứng nhận Quyền sử dụng đất số AL 622002 do UBND Tĩnh Bà Rịa Vũng Tàu cấp ngày 31 tháng 1 năm 2008 > Khoản phải thu và quyền phát sinh của Tổng Công ty có được theo các hợp đồng bán/cho thuê dài hạn của Dự án Khu căn hộ thuộc khối B - Tổ hợp khách sạn 5 sao Pullman và Trung tâm Hội nghị Triển lâm Quốc tế Thành phố Vũng Tàu, hợp đồng tiền gửi có kỳ hạn tại Ngân hàng Ả châu- Chi nhánh TP Hồ Chí Minh và 18.920.000 cổ phần phổ thông của DIC Phương Nam"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.153.695.880.478,,,,1153695880478.0,,,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,,811.489.271.511342.206.608.967,,,,8.114892715113421e+23,,
