row_label_raw,row_label_full,col_0,Số lượng cổ phiếu,Số lượng cổ phiếu_1,numeric__Số lượng cổ phiếu,numeric__Số lượng cổ phiếu_1
,,,Số cuối năm,Số đầu năm,,
Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,Cổ phiếu đăng ký phát hành,318.492.551,314.943.601,318492551.0,314943601.0
Cổ phiếu bán ra công chúngCổ phiếu phổ thông,Cổ phiếu bán ra công chúngCổ phiếu phổ thông,Cổ phiếu bán ra công chúngCổ phiếu phổ thông,318.492.551,314.943.601,318492551.0,314943601.0
Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,Cổ phiếu đang lưu hànhCổ phiếu phổ thông,318.492.551,314.943.601,318492551.0,314943601.0
