row_label_raw,row_label_full,Ông Nguyễn Thiện Tuấn,Trường Hội đồng,col_2,numeric__Trường Hội đồng,numeric__col_2
Ông Trần Minh Phú,Ông Trần Minh Phú,Ông Trần Minh Phú,Phó Hội đồng,bổ nhiệm ngày 3 tháng 6 năm 2020,,
Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Thành viên,,,
Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Ông Hoàng Văn Tăng,Thành viên,,,
Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Ông Đình Quang Hoàn,Thành viên,,,
Ông Vũ Hữu Điền,Ông Vũ Hữu Điền,Ông Vũ Hữu Điền,Thành viên,miễn nhiệm ngày 2 tháng 6 năm 2020,,
