row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,868.335.191.695,620.733.372.534,868335191695.0,620733372534.0
"Tạm ứng tiền đến bù cho Ban bồi thường, giải phóng mặt bằng","Tạm ứng tiền đến bù cho Ban bồi thường, giải phóng mặt bằng","Tạm ứng tiền đến bù cho Ban bồi thường, giải phóng mặt bằng",664.149.839.759,502.667.181.263,664149839759.0,502667181263.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Dự án Long Tân,Trong đó: > Dự án Long Tân,Dự án Long Tân,455.201.677.600,315.910.617.600,455201677600.0,315910617600.0
Dự án Bắc Vũng Tàu,Trong đó: > Dự án Bắc Vũng Tàu,Dự án Bắc Vũng Tàu,179.078.845.600,179.078.845.600,179078845600.0,179078845600.0
Dự án Chí Linh,Trong đó: > Dự án Chí Linh,Dự án Chí Linh,23.059.316.559,867.718.063,23059316559.0,867718063.0
Dự án Hiệp Phước,Trong đó: > Dự án Hiệp Phước,Dự án Hiệp Phước,4.810.000.000,4.810.000.000,4810000000.0,4810000000.0
Dự án Bầu Trứng,Trong đó: > Dự án Bầu Trứng,Dự án Bầu Trứng,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0
Tạm ứng cho nhân viên,Trong đó: > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,133.128.783.092,94.692.690.860,133128783092.0,94692690860.0
Chỉ hộ,Trong đó: > Chỉ hộ,Chỉ hộ,32.418.108.480,-,32418108480.0,
Lãi phải thu,Trong đó: > Lãi phải thu,Lãi phải thu,29.682.046.941,18.136.477.242,29682046941.0,18136477242.0
Khác,Trong đó: > Khác,Khác,8.956.413.423,5.237.023.169,8956413423.0,5237023169.0
Dài hạn,Trong đó: > Dài hạn,Dài hạn,3.110.272.967.009,82.999.999.999,3110272967009.0,82999999999.0
Công ty Cổ phần Đầu tư Đức Hòa III – Resco (*),Trong đó: > Công ty Cổ phần Đầu tư Đức Hòa III – Resco (*),Công ty Cổ phần Đầu tư Đức Hòa III – Resco (*),1.729.119.206.500,-,1729119206500.0,
Công ty Cổ phần Đầu tư Phát triển,Công ty Cổ phần Đầu tư Phát triển,Công ty Cổ phần Đầu tư Phát triển,,,,
Thiên Tân (*),Công ty Cổ phần Đầu tư Phát triển > Thiên Tân (*),Thiên Tân (*),1.298.153.760.510,-,1298153760510.0,
Công ty Cổ phần Đầu tư Xây dựng A.T.A.,Công ty Cổ phần Đầu tư Phát triển > Công ty Cổ phần Đầu tư Xây dựng A.T.A.,Công ty Cổ phần Đầu tư Xây dựng A.T.A.,79.999.999.999,79.999.999.999,79999999999.0,79999999999.0
Công ty Cổ phần Đầu tư và Thương mại DIC,Công ty Cổ phần Đầu tư Phát triển > Công ty Cổ phần Đầu tư và Thương mại DIC,Công ty Cổ phần Đầu tư và Thương mại DIC,3.000.000.000,3.000.000.000,3000000000.0,3000000000.0
TỔNG CỘNG,Công ty Cổ phần Đầu tư Phát triển > TỔNG CỘNG,TỔNG CỘNG,3.978.608.158.704,703.733.372.533,3978608158704.0,703733372533.0
Dự phòng phải thu khác,Công ty Cổ phần Đầu tư Phát triển > Dự phòng phải thu khác,Dự phòng phải thu khác,(6.523.956.904),(6.523.956.904),-6523956904.0,-6523956904.0
GIÁ TRỊ THUÀN,Công ty Cổ phần Đầu tư Phát triển > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,3.972.084.201.800,697.209.415.629,3972084201800.0,697209415629.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Các bên khác,Trong đó: > Các bên khác,Các bên khác,3.910.365.037.899,677.342.289.228,3910365037899.0,677342289228.0
Các bên liên quan (TM số 31),Trong đó: > Các bên liên quan (TM số 31),Các bên liên quan (TM số 31),61.719.163.901,19.867.126.401,61719163901.0,19867126401.0
