row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2024,31/12/2024_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,triệu đồng,%,triệu đồng,%,,,,
"Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản","Nông, lâm nghiệp và thủy sản",10.777.589,"1,05",8.724.854,"1,19",10777589.0,1.05,8724854.0,1.19
Khai khoáng,Khai khoáng,Khai khoáng,6.775.371,"0,66",3.975.824,"0,54",6775371.0,0.66,3975824.0,0.54
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",178.930.964,"17,35",124.040.940,"16,89",178930964.0,17.35,124040940.0,16.89
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",50.676.721,"4,91",46.125.259,"6,28",50676721.0,4.91,46125259.0,6.28
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",1.585.206,"0,15",1.267.073,"0,17",1585206.0,0.15,1267073.0,0.17
Xây dựng,Xây dựng,Xây dựng,45.398.649,"4,40",31.917.958,"4,34",45398649.0,4.4,31917958.0,4.34
"Bán buôn, bán lẻ, sửa chữa ở tô, xe máy","Bán buôn, bán lẻ, sửa chữa ở tô, xe máy","Bán buôn, bán lẻ, sửa chữa ở tô, xe máy",296.945.318,"28,80",222.846.289,"30,34",296945318.0,28.8,222846289.0,30.34
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,29.961.714,"2,91",25.762.468,"3,51",29961714.0,2.91,25762468.0,3.51
"Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống","Dịch vụ lưu trú, ăn uống",20.003.667,"1,94",16.057.822,"2,19",20003667.0,1.94,16057822.0,2.19
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,9.807.942,"0,95",7.100.447,"0,98",9807942.0,0.95,7100447.0,0.98
"Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm","Hoạt động tài chính, ngân hàng, bảo hiểm",23.891.431,"2,32",7.697.847,"1,05",23891431.0,2.32,7697847.0,1.05
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,120.968.714,"11,73",64.141.215,"8,73",120968714.0,11.73,64141215.0,8.73
"Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ","Chuyên môn, khoa học và công nghệ",1.381.276,"0,13",668.318,"0,09",1381276.0,0.13,668318.0,0.09
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,3.409.076,"0,33",1.905.606,"0,26",3409076.0,0.33,1905606.0,0.26
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,2.583.338,"0,25",1.791.148,"0,24",2583338.0,0.25,1791148.0,0.24
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,7.888.432,"0,77",5.535.906,"0,75",7888432.0,0.77,5535906.0,0.75
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",1.708.707,"0,17",2.395.960,"0,33",1708707.0,0.17,2395960.0,0.33
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,820.530,"0,08",533.019,"0,06",820530.0,0.08,533019.0,0.06
Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,Hoạt động làm thuê hộ gia đình,216.369.800,"20,98",161.147.082,"21,93",216369800.0,20.98,161147082.0,21.93
Dư nợ tại chi nhánh nước ngoài,Dư nợ tại chi nhánh nước ngoài,Dư nợ tại chi nhánh nước ngoài,1.219.261,"0,12",959.059,"0,13",1219261.0,0.12,959059.0,0.13
,,,1.031.103.706,"100,00",734.594.094,"100,00",1031103706.0,100.0,734594094.0,100.0
