row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,341.010.560,273.026.741,341010560.0,273026741.0
- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,307.158.246,251.084.228,307158246.0,251084228.0
- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,33.852.314,21.942.513,33852314.0,21942513.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,567.550.544,431.941.261,567550544.0,431941261.0
- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,561.175.472,425.150.538,561175472.0,425150538.0
- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,6.375.072,6.790.723,6375072.0,6790723.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,1.234.252,1.791.286,1234252.0,1791286.0
- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,564.888,269.234,564888.0,269234.0
- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,669.364,1.522.052,669364.0,1522052.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,7.288.227,7.307.639,7288227.0,7307639.0
- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,4.544.864,4.046.348,4544864.0,4046348.0
- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,2.743.363,3.261.291,2743363.0,3261291.0
,,,917.083.583,714.066.927,917083583.0,714066927.0
