row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế,33.889.368(1.197.521)(23.268)32.555,27.639.316(940.899)(20.865)446.806,,
Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thu nhập chịu thuế ước tính trong năm tại Việt Nam,Thu nhập chịu thuế ước tính trong năm tại Việt Nam,32.701.134,27.124.358,32701134.0,27124358.0
Thuế TNDN của Ngân hàng tại Việt Nam (20%),Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thuế TNDN của Ngân hàng tại Việt Nam (20%),Thuế TNDN của Ngân hàng tại Việt Nam (20%),6.540.227,5.424.872,6540227.0,5424872.0
Thuế TNDN của các chi nhánh nước ngoài,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thuế TNDN của các chi nhánh nước ngoài,Thuế TNDN của các chi nhánh nước ngoài,4.654,4.172,4654.0,4172.0
Điều chỉnh theo quyết toán thuế,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Điều chỉnh theo quyết toán thuế,Điều chỉnh theo quyết toán thuế,14.599,14.908,14599.0,14908.0
Tổng chi phí thuế TNDN phát sinh trong năm,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Tổng chi phí thuế TNDN phát sinh trong năm,Tổng chi phí thuế TNDN phát sinh trong năm,6.559.480,5.443.952,6559480.0,5443952.0
Thuế TNDN phải trả đầu năm,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,2.962.754,3.169.293,2962754.0,3169293.0
Thuế TNDN đã nộp trong năm,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(5.976.953),(5.650.460),-5976953.0,-5650460.0
Điều chỉnh theo Kiểm toán Nhà nước,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Điều chỉnh theo Kiểm toán Nhà nước,Điều chỉnh theo Kiểm toán Nhà nước,(1.920),-,-1920.0,
Chêch lệch tỷ giá hối đoái,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Chêch lệch tỷ giá hối đoái,Chêch lệch tỷ giá hối đoái,163,(31),163.0,-31.0
Thuế TNDN phải trả cuối năm,Lợi nhuận thuần trước thuế Điều chỉnh cho các khoản:- Thu nhập từ cổ tức- Thu nhập thuần của chi nhánh nước ngoài- Chi phí không được khấu trừ khi tính thuế > Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,3.543.524,2.962.754,3543524.0,2962754.0
