row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2024,31/12/2024_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,triệu đồng,%,triệu đồng,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,39.709.933,"3,85",30.754.076,"4,19",39709933.0,3.85,30754076.0,4.19
Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,Công ty TNHH MTV vốn Nhà nước 100%,17.369.546,"1,68",10.458.752,"1,42",17369546.0,1.68,10458752.0,1.42
Công ty TNHH MTV trở lên có vốn Nhà nước trên 50%,Công ty TNHH MTV trở lên có vốn Nhà nước trên 50%,Công ty TNHH MTV trở lên có vốn Nhà nước trên 50%,4.337.893,"0,42",2.731.618,"0,37",4337893.0,0.42,2731618.0,0.37
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,185.950.879,"18,03",130.491.477,"17,76",185950879.0,18.03,130491477.0,17.76
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,4.188.248,"0,41",3.480.485,"0,47",4188248.0,0.41,3480485.0,0.47
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,327.179.927,"31,73",228.839.706,"31,15",327179927.0,31.73,228839706.0,31.15
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,319,"0,00",-,-,319.0,0.0,,
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,35.103.879,"3,40",18.816.306,"2,56",35103879.0,3.4,18816306.0,2.56
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,254.534,"0,02",174.314,"0,02",254534.0,0.02,174314.0,0.02
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",414.884.342,"40,25",305.911.530,"41,66",414884342.0,40.25,305911530.0,41.66
"Dịch vụ hành chính sự nghiệp, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, đoàn thể và hiệp hội","Dịch vụ hành chính sự nghiệp, đoàn thể và hiệp hội",296.577,"0,03",170.815,"0,02",296577.0,0.03,170815.0,0.02
Thành phần kinh tế khác,Thành phần kinh tế khác,Thành phần kinh tế khác,608.368,"0,06",1.805.956,"0,25",608368.0,0.06,1805956.0,0.25
Dư nợ tại chi nhánh nước ngoài,Dư nợ tại chi nhánh nước ngoài,Dư nợ tại chi nhánh nước ngoài,1.219.261,"0,12",959.059,"0,13",1219261.0,0.12,959059.0,0.13
,,,1.031.103.706,"100,00",734.594.094,"100,00",1031103706.0,100.0,734594094.0,100.0
