row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,537.000,741.635,122.0,537000.0,741635.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(205.707),(463.577),123.0,-205707.0,-463577.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,8.745.197,8.498.485,13.0,8745197.0,8498485.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,13.1,8.402.111,8.158.804,131.0,8402111.0,8158804.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.2,372.573,373.173,132.0,372573.0,373173.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.3,(29.487),(33.492),133.0,-29487.0,-33492.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,4.632.979,4.546.761,,4632979.0,4546761.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,3.306.227,3.264.187,14.0,3306227.0,3264187.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,8.275.967,7.953.167,,8275967.0,7953167.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(4.969.740),(4.688.980),,-4969740.0,-4688980.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,1.326.752,1.282.574,15.0,1326752.0,1282574.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,4.183.529,3.728.726,,4183529.0,3728726.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(2.856.777),(2.446.152),,-2856777.0,-2446152.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,37.818.677,18.734.942,,37818677.0,18734942.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,16.1,22.847.390,9.194.616,161.0,22847390.0,9194616.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",16.2,12.035.745,7.793.412,162.0,12035745.0,7793412.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,16.3,2.960.510,1.786.172,163.0,2960510.0,1786172.0
Trong đó: Lợi thế thương mai,TÀI SẢN > Trong đó: Lợi thế thương mai,Trong đó: Lợi thế thương mai,,-,9.523,,,9523.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,16.4,(24.968),(39.258),164.0,-24968.0,-39258.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,1.528.579.205,1.067.158.251,,1528579205.0,1067158251.0
