row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,167.051.571,69.423.256,167051571.0,69423256.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,14.205.310,10.657.032,14205310.0,10657032.0
- Bằng VND,- Bằng VND,- Bằng VND,4.378.499,5.499.868,4378499.0,5499868.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,9.826.811,5.157.164,9826811.0,5157164.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,152.846.261,58.766.224,152846261.0,58766224.0
- Bằng VND,- Bằng VND,- Bằng VND,149.120.000,55.404.500,149120000.0,55404500.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,3.726.261,3.361.724,3726261.0,3361724.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,1.814.500,2.881.932,1814500.0,2881932.0
- Bằng VND,- Bằng VND,- Bằng VND,500.000,2.881.932,500000.0,2881932.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.314.500,-,1314500.0,
,,,168.866.071,72.305.188,168866071.0,72305188.0
