row_label_raw,row_label_full,col_0,Năm 2025 triệu đồng,Năm 2024 triệu đồng,numeric__Năm 2025 triệu đồng,numeric__Năm 2024 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,79.247.389,61.597.454,79247389.0,61597454.0
Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,3.290.501,1.919.307,3290501.0,1919307.0
Thu nhập lãi cho vay,Thu nhập lãi cho vay,Thu nhập lãi cho vay,61.300.970,47.717.269,61300970.0,47717269.0
Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,Thu nhập lãi từ chứng khoán nợ,11.607.530,9.499.657,11607530.0,9499657.0
Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,Thu nhập lãi từ nghiệp vụ mua bán nợ,192.822,119.924,192822.0,119924.0
Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,Thu từ nghiệp vụ bảo lãnh,2.024.265,1.509.950,2024265.0,1509950.0
Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,831.301,831.347,831301.0,831347.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,(36.468.238),(27.295.019),-36468238.0,-27295019.0
Chi lãi tiền gửi,Chi lãi tiền gửi,Chi lãi tiền gửi,(25.308.945),(18.167.480),-25308945.0,-18167480.0
Chi lãi tiền vay,Chi lãi tiền vay,Chi lãi tiền vay,(1.820.870),(1.324.941),-1820870.0,-1324941.0
Chi phí lãi phát hành giấy tờ có giá,Chi phí lãi phát hành giấy tờ có giá,Chi phí lãi phát hành giấy tờ có giá,(7.988.729),(6.055.860),-7988729.0,-6055860.0
Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,(1.349.694),(1.746.738),-1349694.0,-1746738.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,42.779.151,34.302.435,42779151.0,34302435.0
