row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,17,47.474.800,8.156.285,17.0,47474800.0,8156285.0
Tiền gửi và vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,,220.585.065,91.840.369,,220585065.0,91840369.0
Tiền gửi của các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tín dụng khác,Tiền gửi của các tổ chức tín dụng khác,18.1,171.012.640,72.411.704,181.0,171012640.0,72411704.0
Vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tín dụng khác,Vay các tổ chức tín dụng khác,18.2,49.572.425,19.428.665,182.0,49572425.0,19428665.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,19,917.083.583,714.066.927,19.0,917083583.0,714066927.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,NỘ PHẢI TRẢ > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,20,698.507,191.455,20.0,698507.0,191455.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",21,6.284,73.300,21.0,6284.0,73300.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,22,175.151.513,119.845.404,22.0,175151513.0,119845404.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,36.939.797,25.432.749,,36939797.0,25432749.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",23.1,12.817.185,9.819.589,231.0,12817185.0,9819589.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,23.2,24.122.612,15.613.160,232.0,24122612.0,15613160.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,1.397.939.549,959.606.489,,1397939549.0,959606489.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn của tổ chức tín dụng,VỐN CHỦ SỞ HỮU > Vốn của tổ chức tín dụng,Vốn của tổ chức tín dụng,25,81.854.333,54.367.575,25.0,81854333.0,54367575.0
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,80.549.999,53.063.241,,80549999.0,53063241.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,1.304.334,1.304.334,,1304334.0,1304334.0
Quỹ của Tổ chức tín dụng,VỐN CHỦ SỞ HỮU > Quỹ của Tổ chức tín dụng,Quỹ của Tổ chức tín dụng,25,19.079.365,14.703.445,25.0,19079365.0,14703445.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,25,29.705.958,38.480.742,25.0,29705958.0,38480742.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,,130.639.656,107.551.762,,130639656.0,107551762.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,1.528.579.205,1.067.158.251,,1528579205.0,1067158251.0
