row_label_raw,row_label_full,Ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán,Lãi suất %/năm,Tài sản đảm bảo (TM số 11 và 13),numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán,numeric__Lãi suất %/năm,numeric__Tài sản đảm bảo (TM số 11 và 13)
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,,,,,,,,,
Khoản vay ngày 1 tháng 4 năm 2010,"BIDV, Chi nhánh Gia Lai > Khoản vay ngày 1 tháng 4 năm 2010",Khoản vay ngày 1 tháng 4 năm 2010,734.927.398,-,31.632.382,Từ ngày 31 tháng 12 năm 2019 đến ngày 31 tháng 12 năm 2026,"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 4,70 (2018: 7,20)","Quyền sử dụng đất và vườn cây cao su với quy mô 9.996,9 ha tại Huyện Saysetha, và Huyện Phu Vong, Tĩnh Attapeu, Lào thuộc sở hữu của Hoàng Anh Attapeu.",734927398.0,,31632382.0,,,
Khoản vay ngày 19 tháng 6 năm 2015,"BIDV, Chi nhánh Gia Lai > Khoản vay ngày 19 tháng 6 năm 2015",Khoản vay ngày 19 tháng 6 năm 2015,577.088.948,289.818.145,12.361.050,Từ ngày 1 tháng 6 năm 2019 đến ngày 28 tháng 12 năm 2019,"USD: 8,20 - 8,80; VND: 8,20 - 11,60","2 tầng thuộc khu thương mại tại Tổ hợp chung cư - Thương mại Bầu Thạc Gián, Thành phố Đà Nẵng, Việt Nam thuộc sở hữu của Công ty Cổ phần Hoàng Anh Gia Lai (""HAG""); 7 xe ô tô thuộc sở hữu của HAG; 3.310.000 cổ phiếu HNG thuộc sở hữu của HAG; 10.000.000 cổ phiếu HNG thuộc sở hữu của HAG; Khách sạn Hoàng Anh Gia Lai thuộc sở hữu của HAG; Quyền sử dụng và khai thác 1.194,74 ha cao su tại Huyện Iapa, Tĩnh Gia Lai, Việt Nam thuộc sở hữu của Cao su Trung Nguyên.",577088948.0,289818145.0,12361050.0,,,
