row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,Trả trước cho nhà cung cấp hàng hóa và dịch vụ,137.811.769,698.980.458,137811769.0,698980458.0
- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,- Công ty TNHH MTV Phát triển Nông nghiệp Đại Thắng,32.006.466,-,32006466.0,
- Công ty Cổ phần Chăn nuôi Gia Lai,- Công ty Cổ phần Chăn nuôi Gia Lai,- Công ty Cổ phần Chăn nuôi Gia Lai,29.771.110,397.012.295,29771110.0,397012295.0
- Công ty TNHH Netafim,- Công ty TNHH Netafim,- Công ty TNHH Netafim,14.519.305,16.423.630,14519305.0,16423630.0
- Các nhà cung cấp khác,- Các nhà cung cấp khác,- Các nhà cung cấp khác,61.514.888,285.544.533,61514888.0,285544533.0
Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,Trả trước cho nhà thầu xây dựng và mua máy móc thiết bị,44.774.842,33.608.709,44774842.0,33608709.0
Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,Trả trước cho thầu phụ của các dự án sân bay tại Lào,1.188.097,3.282.978,1188097.0,3282978.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,183.774.708,735.872.145,183774708.0,735872145.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Trả trước cho các bên thứ ba,Trong đó: > Trả trước cho các bên thứ ba,Trả trước cho các bên thứ ba,145.305.439,103.139.592,145305439.0,103139592.0
Trả trước cho các bên liên quan (TM số 33),Trong đó: > Trả trước cho các bên liên quan (TM số 33),Trả trước cho các bên liên quan (TM số 33),38.469.269,632.732.553,38469269.0,632732553.0
